,player_id,name,fifa_index,name_compare
498,161282,darwin andrade,4889,darwin zamir andrade marmolejo
499,369650,mohamed ofkir,12569,mohamed ofkir
500,131728,daniel graovac,9310,daniel graovac
501,271284,cristian manea,6858,cristian marian manea
502,195782,felix platte,7971,felix platte
503,59082,heinz lindner,2037,heinz lindner
504,331282,rubio rubin,6880,rubio yovani mendez rubin
505,116614,simon thern,5636,simon thern
506,241402,rewan amin,12566,rewan amin
507,124507,fabian menig,10124,fabian paul menig
508,226194,fejsal mulic,11434,fejsal mulic
509,315437,furkan zorba,14573,furkan zorba
510,168186,marco schuster,7921,marco schuster
511,43228,albert rusnak,2120,albert rusnak
512,295764,aschraf el mahdioui,9268,aschraf el mahdioui
513,77920,immanuel hohn,5688,immanuel hohn
514,84993,daniel heuer fernandes,4100,daniel heuer fernandes
515,49737,yannick stark,6621,yannick stark
516,33078,florian jungwirth,8750,florian jungwirth
517,54846,fabian holland,4062,fabian holland
518,220656,laszlo kleinheisler,2903,laszlo kleinheisler
519,103064,terrence boyd,6639,terrence anthony boyd
520,169362,luka zahovic,9173,luka zahovic
521,81163,danny hoesen,8758,danny hoesen
522,116792,stefan lex,8966,stefan lex
523,187496,maurice multhaup,9096,maurice michael multhaup
524,59054,lukas hinterseer,5626,lukas hinterseer
525,78950,sonny kittel,2576,sonny kittel
526,154147,hauke wahl,2896,hauke finn wahl
527,248349,fabijan buntic,7046,fabijan buntic
528,288121,janio bikel,5833,janio bikel figueiredo da silva
529,119120,robert leipertz,6704,robert leipertz
530,137669,jason davidson,8805,jason davidson
531,161314,wojciech golla,10001,wojciech golla
532,189231,stefan mauk,11288,stefan mauk
533,190687,joshua smits,9996,joshua gerardus petrus wilhelmus smits
534,427291,patrick sussek,13795,patrick sussek
535,117484,julian von haacke,11346,julian von haacke
536,220432,sam lundholm,7800,sam johan hampus lundholm
537,135566,mihai roman,12597,mihai alexandru roman
538,92936,kelvin leerdam,5575,kelvin walther gianini leerdam
539,153628,lukas frode,6927,lukas thomas frode
540,196791,lukas watkowiak,13773,lukas watkowiak
541,241307,finn porath,8008,finn dominik porath
542,161072,baris atik,6037,baris fahri atik
543,90489,santiago garcia,4753,santiago garcia
544,139278,luca zander,6849,luca milan zander
545,89542,janek sternberg,11208,janek sternberg
546,117478,marnon busch,3503,marnon thomas busch
547,358985,yaw yeboah,6950,yaw yeboah
548,108601,kamohelo mokotjo,7621,kamohelo mokotjo
549,93535,michael heinloth,6798,michael heinloth
550,237113,john patrick strauss,6863,john patrick strauss
551,244930,hikmet ciftci,11633,hikmet ciftci
552,156115,valeri qazaishvili,3306,valeri qazaishvili
553,227084,benedikt gimber,6940,benedikt gimber
554,270027,frank ronstadt,6966,frank ronstadt
555,237732,leandro putaro,12627,leandro putaro
556,104220,hendrik bonmann,9005,hendrik bonmann
557,110309,lucas orban,3929,lucas alfonso orban alegre
558,280982,eoghan oconnell,10163,eoghan oconnell
559,237444,robin becker,9164,robin tim becker
560,51972,robbie kruse,7531,robbie kruse
561,149265,paterson chato,10654,paterson chato nguendong
562,373898,nicholas pennington,14356,nicholas pennington
563,280978,fiacre kelleher,12559,fiacre blane kelleher
564,265176,phil neumann,7074,phil yannik neumann
565,207580,amara conde,13699,amara conde
566,217684,jung bin park,11285,bagjeongbin jung bin park
567,265671,george fochive,10187,george fochive
568,100980,mads fenger,7594,mads fenger nielsen
569,94192,patrick drewes,7757,patrick drewes
570,168678,marvin schulz,3489,marvin schulz
571,52269,jakob jantscher,4665,jakob jantscher
