,player_id,name,clubs,fifa_index,name_compare,fifa_clubs,sofifa_id
39,98101,marko vesovic,['fc-turin'],4429,marko vesovic,Legia Warszawa,215720
40,10254,daniel fernandes,['panthrakikos-komotini'],2958,daniel heuer fernandes,SV Darmstadt 98,212197
41,136641,dimitrios diamantakos,['olympiakos-piraus'],6024,dimitrios diamantakos,FC St. Pauli,210380
42,175787,cristian lobato,['asteras-tripolis'],6909,cristian lobato villegas,Sporting Kansas City,204475
43,33448,cristian rodriguez,"['atletico-madrid', 'parma-calcio-1913']",1654,cristian gabriel rodriguez barrotti,ZZZZZ,170664
44,287636,mirko esposito,['parma-calcio-1913'],16490,mirko esposito,Crotone,228823
45,110320,fabian bordagaray,['apo-levadiakos'],5899,fabian ramon bordagaray,Defensa y Justicia,202154
46,88057,gonzalo bustamante,['apo-levadiakos'],3233,luis gonzalo bustamante,Deportes Iquique,158790
48,19987,matias sanchez,['apo-levadiakos'],8788,matias ariel sanchez,San Martin de San Juan,183894
49,74821,franco mussis,"['genua-cfc', 'fc-kopenhagen']",2468,franco gabriel mussis,San Lorenzo de Almagro,216706
50,63209,adam pinter,['apo-levadiakos'],6846,adam pinter,ZZZZZ,201176
51,127051,yann boe kane,['gs-ergotelis'],7119,yann boe kane,AC Ajaccio,215786
53,119081,joris sainati,['gs-ergotelis'],6654,joris sainati,FC Lorient,179725
55,36689,emir bajrami,['panathinaikos-athen'],10887,emir bajrami,IF Elfsborg,181377
56,238980,andrea palazzi,['inter-mailand'],12316,andrea palazzi,Pescara,225295
58,112624,joao vitor,['gaziantepspor'],13655,joao vitor lopes da silva,Santa Clara,244418
59,71002,carlos caballero,"['fc-cordoba', 'veria-nps']",7599,carlos javier acuna caballero,Albacete BP,165031
60,5896,david pizarro,['ac-florenz'],2608,david marcelo pizarro cortes,Universidad de Chile,24248
62,233654,francesco fedato,['sampdoria-genua'],8008,francesco fedato,Foggia,210670
63,26460,fernando belluschi,['bursaspor'],721,fernando daniel belluschi,San Lorenzo de Almagro,143587
64,54557,matias fritzler,['kasimpasa'],1658,matias lionel fritzler,Club Atletico Colon,172113
65,222332,lasha dvali,['kasimpasa'],8326,lasha dvali,Pogon Szczecin,227766
66,87493,diego novaretti,['lazio-rom'],5815,diego martin novaretti,Gallos Blancos de Queretaro,193510
67,95967,taskin calis,['akhisarspor'],6232,taskin calis,Yeni Malatyaspor,223190
69,135082,rogelio funes mori,['eskisehirspor'],1099,rogelio gabriel funes mori,CF Monterrey,198140
70,109012,ivan runje,['fc-nordsjaelland'],5105,ivan runje,Jagiellonia Bialystok,208099
71,114299,morten rasmussen,['fc-midtjylland'],8655,morten rasmussen,Pogon Szczecin,45104
72,167800,mikkel jensen,['fc-nordsjaelland'],3854,mikkel rygaard jensen,FC Nordsjaelland,234488
73,24404,johan sellberg wiland,['fc-kopenhagen'],3917,johan wiland,Hammarby IF,32740
74,104987,hakon skogseid,['odense-boldklub'],9795,hakon skogseid,Stabaek Fotball,162397
75,24113,espen ruud,['odense-boldklub'],5598,espen ruud,Odds BK,148696
76,15961,rurik gislason,['fc-kopenhagen'],5662,rurik gislason,SV Sandhausen,173667
77,20844,henrik hansen,['sonderjyske'],12151,hendrik hansen,FC Wurzburger Kickers,212251
78,52312,sebastian giovinco,['juventus-turin'],243,sebastian giovinco,Toronto FC,184431
79,111837,yoann arquin,"['ross-county-fc', 'st-mirren-fc']",12002,yoann axel arquin,Yeovil Town,193660
80,34652,jaroslaw fojut,['dundee-united-fc'],5637,jaroslaw fojut,Pogon Szczecin,169509
81,24501,radoslaw cierzniak,['dundee-united-fc'],8693,radoslaw cierzniak,Legia Warszawa,162265
82,222740,kieran sadlier,['st-mirren-fc'],9064,kieran paul sadlier,Cork City,210046
83,129074,jake jervis,['ross-county-fc'],9975,jake jervis,Luton Town,198269
84,312531,emmanuel sonupe,['st-mirren-fc'],15687,emmanuel olukolade sonupe,Stevenage,225365
85,80339,graham carey,['ross-county-fc'],4923,graham carey,Plymouth Argyle,192451
86,90360,filip kiss,['ross-county-fc'],5950,filip kiss,Ettifaq FC,205073
87,139440,jose nunez,['brondby-if'],12834,jose manuel nunez martin,Union Deportiva Almeria,245497
88,82244,manuel pascali,['kilmarnock-fc'],9914,manuel pascali,Cosenza,189734
89,151582,ferhan hasani,['brondby-if'],5074,ferhan hasani,Al Raed,205138
90,4276,carlos tevez,['juventus-turin'],720,carlos alberto tevez,Boca Juniors,143001
91,49144,erik friberg,['esbjerg-fb'],7767,john erik gunnar friberg,BK Hacken,192169
92,73323,jo inge berget,['celtic-glasgow'],4833,jo inge berget,New York City FC,183339
94,103539,fredrik berge,['brondby-if'],6735,fredrik semb berge,Odds BK,190438
95,110357,mark obrien,['motherwell-fc'],12951,mark obrien,Newport County,194148
96,151334,george long,['motherwell-fc'],8947,george long,Hull City,202199
97,64104,sasa balic,['metalurg-zaporizhya-bis-2016-'],13006,sasa balic,Zaglebie Lubin,206297
99,119569,clark robertson,['aberdeen-fc'],10004,clark robertson,Rotherham United,200793
100,199522,donervon daniels,['aberdeen-fc'],11131,donervon joseph daniels,Blackpool,209493
101,42874,kyle letheren,['dundee-fc'],11911,kyle charles letheren,Plymouth Argyle,170877
102,304319,milos zukanovic,['nac-breda'],13226,milos zukanovic,Red Star FC,227237
103,23443,ondrej mazuch,['dnipro-dnipropetrovsk'],5688,ondrej mazuch,Hull City,181175
104,249118,isak ssewankambo,['nac-breda'],9146,isak ssali ssewankambo,Molde FK,213670
105,65233,teerasil dangda,['ud-almeria'],7787,teerasil dangda,Sanfrecce Hiroshima,193827
107,82332,maikel kieftenbeld,['fc-groningen'],5006,maikel kieftenbeld,Birmingham City,199584
108,187673,jose angel jurado,['ud-almeria'],8976,jose angel jurado de la torre,FK Bodo/Glimt,203733
110,217149,antonio marin,['ud-almeria'],12004,antonio marino,Lecce,193975
111,251883,gaspar panadero,['ud-almeria'],9350,gaspar panadero zamora,Union Deportiva Almeria,225550
112,49795,dejan lekic,['sd-eibar'],4204,dejan lekic,CF Reus Deportiu,199152
113,44514,federico piovaccari,['sd-eibar'],10862,federico piovaccari,Cordoba CF,170309
114,95483,abraham minero,['sd-eibar'],7820,abraham minero fernandez,Gimnastic de Tarragona,198840
115,104495,lyle taylor,['partick-thistle-fc'],7743,lyle james alfred taylor,Charlton Athletic,190311
116,53523,marco torsiglieri,['metalist-kharkiv'],3445,marco natanel torsiglieri,Club Atletico Lanus,199726
118,55866,sebastian dubarbier,['ud-almeria'],2832,sebastian dubarbier,Deportivo de La Coruna,198386
119,71085,jules reimerink,['go-ahead-eagles-deventer'],9994,jules reimerink,VfL Sportfreunde Lotte,200255
121,151189,yanic wildschut,"['sc-heerenveen', 'fc-middlesbrough']",5061,yanic wildschut,Bolton Wanderers,204444
123,164477,ezequiel rescaldani,['fc-malaga'],6124,ezequiel edison rescaldani,Patronato,215183
125,111082,javier aquino,['rayo-vallecano'],1080,javier ignacio aquino carmona,Tigres U.A.N.L.,192350
126,57800,roberto fernandez,['fc-granada'],14745,roberto francisco romero fernandez,Audax Italiano,235504
130,37080,rasmus bengtsson,['fc-twente-enschede'],2709,rasmus bengtsson,Malmo FF,181445
132,242827,samuel martinez,['fc-elche'],14345,samuel gonzalez martinez,Extremadura UD,243996
134,92813,victor perez,['ud-levante'],372,victor machin perez,Atletico de Madrid,199715
135,200612,pol freixanet,['fc-elche'],12096,pol freixanet viejo,CF Reus Deportiu,206032
136,226005,franco fragapane,['fc-elche'],5978,franco rodrigo fragapane,Union de Santa Fe,207440
137,44674,giovani dos santos,['fc-villarreal'],999,giovani dos santos ramirez,LA Galaxy,170369
141,36391,viktor elm,['az-alkmaar'],5671,viktor sebastian elm,Kalmar FF,177055
142,208715,fredy hinestroza,['fc-getafe'],3632,fredy hinestroza arias,Rionegro Aguilas,214421
143,138662,alvaro arroyo,['fc-getafe'],4987,alvaro arroyo martinez,Albacete BP,198630
144,329648,tena,['fc-sevilla'],10151,pol garcia tena,Sint-Truidense VV,211323
145,282000,carlos ramos,['atletico-madrid'],5082,luis carlos ramos martins,GD Chaves,205669
147,147462,alexander callens,['real-sociedad-san-sebastian'],4357,alexander martin marquinho callens asin,New York City FC,211522
150,41511,denni avdic,['heracles-almelo'],11904,denni robin avdic,AIK,167497
152,36894,michael duff,['fc-burnley'],9068,michael duffy,Dundalk FC,210263
153,11756,jason shackell,['fc-burnley'],4701,jason shackell,Lincoln City,139368
154,58516,lucas barrios,"['montpellier-hsc', 'spartak-moskau']",2204,lucas ramon barrios caceres,Colo-Colo,183177
156,55759,arnor smarason,['torpedo-moskau'],9913,arnor smarason,Lillestrom SK,189721
157,85626,sergei zenjov,['torpedo-moskau'],11995,sergei zenjov,Cracovia,192899
158,33430,adam kokoszka,['torpedo-moskau'],11923,adam kokoszka,Zaglebie Sosnowiec,174665
159,65072,juan manuel insaurralde,['spartak-moskau'],4718,juan manuel insaurralde,Colo-Colo,153060
161,39378,jozy altidore,['afc-sunderland'],1011,jozy altidore,Toronto FC,176237
162,120599,marvin sordell,['fc-burnley'],8847,marvin sordell,Burton Albion,190722
163,124845,grant hall,['tottenham-hotspur'],5941,grant hall,Queens Park Rangers,204761
164,204354,adam campbell,['newcastle-united'],16082,adam campbell,Carlisle United,206567
165,264199,reece grego cox,['queens-park-rangers'],15217,reece randall grego cox,Crawley Town,226563
166,173832,michael doughty,['queens-park-rangers'],8953,michael doughty,Swindon Town,202532
167,88067,alejandro faurlin,['queens-park-rangers'],4721,alejandro damian faurlin,RCD Mallorca,153164
168,362809,brandon comley,['queens-park-rangers'],12292,brandon comley,Colchester United,223918
169,189039,michael petrasso,['queens-park-rangers'],13062,michael petrasso,Club de Foot Montreal,212358
170,49693,andreas weimann,['aston-villa'],4176,andreas weimann,Bristol City,194017
171,10501,paul gallagher,['leicester-city'],4745,paul gallagher,Preston North End,162926
172,121269,ryan watson,['leicester-city'],16445,ryan james watson,Milton Keynes Dons,200744
173,33785,ryan taylor,['newcastle-united'],8753,ryan paul taylor,Plymouth Argyle,177597
174,24636,paul mcshane,['hull-city'],3932,paul mcshane,Reading,129566
175,62240,maynor figueroa,['hull-city'],7634,maynor alexis figueroa rochez,FC Dallas,175092
176,67232,mark oxley,"['hibernian-fc', 'hull-city']",8803,mark thomas oxley,Southend United,186494
177,295652,james pearson,['leicester-city'],13057,james pearson,Macclesfield Town,211792
178,54576,sebastian blanco,['west-bromwich-albion'],1741,sebastian marcelo blanco,Portland Timbers,190577
179,141349,liam oneil,['west-bromwich-albion'],14483,liam christian james oneil,Cambridge United,205361
180,55595,benjamin mokulu,"['sc-bastia', 'kv-mechelen']",4867,benjamin tembe mokulu,Carpi,187038
182,110798,marnick vermijl,['manchester-united'],9007,marnick danny vermijl,Preston North End,206094
184,226964,dominic gape,['fc-southampton'],11165,dominic edward gape,Wycombe Wanderers,211928
185,53455,richard sukuta pasu,['cercle-brugge'],5713,richard sukuta pasu,MSV Duisburg,183920
186,132398,karel van roose,['cercle-brugge'],11030,karel van roose,KSV Cercle Brugge,200534
187,36189,christian dorda,['kvc-westerlo'],9927,christian dorda,KFC Uerdingen 05,190545
188,104219,enes sipovic,['kvc-westerlo'],10419,enes sipovic,Ohod Club,226628
189,258884,ryan ledson,['fc-everton'],10327,ryan ledson,Preston North End,222836
190,242412,gethin jones,['fc-everton'],14582,gethin wynne jones,Fleetwood Town,224447
192,234249,federico andrada,['fc-metz'],6956,federico oscar andrada,Union de Santa Fe,208158
193,150076,ayub masika,"['krc-genk', 'lierse-sk']",7901,ayub timbe masika,Beijing Renhe FC,204132
194,204195,mayoro ndoye,['fc-metz'],9033,baye mayoro ndoye,GFC Ajaccio,208174
195,34532,jeremy choplin,['fc-metz'],5666,jeremy choplin,AC Ajaccio,175613
196,73120,ahmed kashi,['fc-metz'],4882,ahmed kashi,ESTAC Troyes,188825
197,110852,waldemar sobota,['fc-brugge'],4222,waldemar sobota,FC St. Pauli,199861
200,39475,sacha kljestan,['rsc-anderlecht'],2181,sacha kljestan,Orlando City Soccer Club,176062
201,61561,barry bannan,['crystal-palace'],3312,barry ryan bannan,Sheffield Wednesday,183540
202,52585,james troisi,['sv-zulte-waregem'],4779,james troisi,Melbourne Victory,172208
203,34529,ismael bangoura,['fc-nantes'],3998,ismael bangoura,Al Raed,168984
204,171408,gaetan courtet,['stade-reims'],5926,gaetan courtet,FC Lorient,203699
205,97166,aboubakar oumarou,['waasland-beveren'],8148,aboubakar oumarou,Al Qadisiyah,218548
206,30758,dario cvitanich,['ogc-nizza'],974,dario cvitanich,Club Atletico Banfield,152997
207,51369,fabien robert,['fc-lorient'],12916,fabien robert,Forest Green Rovers,186722
208,39914,mathieu coutadeur,['fc-lorient'],3287,mathieu coutadeur,AC Ajaccio,177482
209,62013,anders konradsen,['fc-stade-rennes'],4868,anders agnes konradsen,Rosenborg BK,187042
211,186593,kevin boli,['royal-excel-mouscron'],4292,kevin gnonher boli,Guizhou Zhicheng FC,205256
213,156487,gregoire puel,['ogc-nizza'],11192,gregoire puel,GFC Ajaccio,213349
217,169090,el hadi ba,['sc-bastia'],11171,el hadi ba,Racing Club de Lens,212338
219,40421,hernan losada,['lierse-sk'],11308,nahuel hernan losada,Deportivo Pasto,222418
220,43907,andre pierre gignac,['olympique-marseille'],421,andre pierre christian gignac,Tigres U.A.N.L.,153244
223,95182,dragos grigore,['fc-toulouse'],4327,dragos grigore,ZZZZZ,208714
224,228900,david digla,['fc-girondins-bordeaux'],12215,david digla,Chamois Niortais Football Club,218292
225,44662,schumacher,['academica-coimbra'],12146,sandrino braun schumacher,SC Preussen Munster,211917
230,192599,capela,['fc-penafiel'],5906,anibal araujo capela,Cosenza,202474
235,149532,marwan mohsen,['gil-vicente-fc'],10154,marwan mohsen,ZZZZZ,211453
236,353213,platiny,['gil-vicente-fc'],5470,higor inacio platiny de oliveira rodrigues,GD Chaves,234957
239,73427,caleb patterson sewell,['gil-vicente-fc'],10931,caleb patterson sewell,Toronto FC,187619
240,153022,nicolas blandi,['thonon-evian-grand-geneve-fc'],1410,nicolas blandi,San Lorenzo de Almagro,200197
241,57510,aldo angoula,['thonon-evian-grand-geneve-fc'],8771,aldo angoula,La Berrichonne de Chateauroux,182822
242,51069,stefan kutschke,['sc-paderborn-07'],6144,stefan kutschke,FC Ingolstadt 04,216377
244,36080,miralem sulejmani,['benfica-lissabon'],1021,miralem sulejmani,BSC Young Boys,179560
245,93571,florian hartherz,['sc-paderborn-07'],5035,florian hartherz,DSC Arminia Bielefeld,202512
246,75680,thomas bertels,['sc-paderborn-07'],12070,thomas bertels,SC Paderborn 07,203823
247,54964,patrick ziegler,['sc-paderborn-07'],6023,patrick ziegler,Western Sydney Wanderers,210280
248,32845,moritz stoppelkamp,['sc-paderborn-07'],3966,moritz stoppelkamp,MSV Duisburg,157528
249,85766,joao dias,['boavista-porto-fc'],908,joao paulo dias fernandes,SC Braga,216531
250,171043,brayan beckeles,['boavista-porto-fc'],6169,brayan antonio beckeles,Club Necaxa,219285
252,111283,cedric cambon,['thonon-evian-grand-geneve-fc'],7600,cedric cambon,US Orleans Loiret Football,165243
253,74621,jonathan urretaviscaya,['fc-pacos-de-ferreira'],1726,jonathan matias urretaviscaya da luz,CF Monterrey,189338
254,48740,milos ninkovic,['thonon-evian-grand-geneve-fc'],1780,milos ninkovic,Sydney FC,195088
255,195781,mirnes pepic,['sc-paderborn-07'],12219,mirnes pepic,F.C. Hansa Rostock,219449
256,305946,jose gomes,['sc-braga'],2362,diogo jose rosario gomes figueiras,SC Braga,204401
257,353840,joao cunha,['rio-ave-fc'],14901,joao renato da cunha,SV Darmstadt 98,241059
258,185237,saleh gomaa,['cd-nacional'],4369,saleh gomaa,Al Faisaly,212258
259,272259,sebastian ayala,['cd-nacional'],13839,jhoan sebastian ayala sanabria,Millonarios FC,214478
260,74444,felix micolta,['cs-maritimo'],8082,felix andres micolta micolta,Puebla FC,214613
261,94603,patrick bauer,['cs-maritimo'],5063,patrick bauer,Charlton Athletic,204496
264,179308,diego rubio,['sporting-lissabon'],6912,diego ivan rubio kostner,Sporting Kansas City,204709
266,25468,sebastian freis,['sc-freiburg'],8705,sebastian freis,SSV Jahn Regensburg,165176
267,13686,thomas broker,['1-fc-koln'],11892,thomas broker,SC Fortuna Koln,158667
268,138141,diego mauricio,['vitoria-setubal-fc'],8909,diego mauricio machado de brito,Gangwon FC,199394
273,258263,marcos vinicius,['vitoria-setubal-fc'],3885,amaral alves marcos vinicius,Gyeongnam FC,238224
274,93768,richard strebinger,['sv-werder-bremen'],5132,richard strebinger,SK Rapid Wien,209990
276,52830,adam matuszczyk,['1-fc-koln'],8862,adam matuszczyk,Zaglebie Lubin,192471
277,169006,simeon slavchev,['sporting-lissabon'],7060,simeon slavchev,ZZZZZ,213885
278,16956,slawomir peszko,['1-fc-koln'],9775,slawomir konrad peszko,Lechia Gdansk,148564
279,203532,naby sarr,['sporting-lissabon'],8029,mouhamadou naby sarr,Charlton Athletic,212420
280,41663,chinedu obasi,['fc-schalke-04'],2161,chinedu ogbuke obasi,IF Elfsborg,164478
281,16968,marcel de jong,['fc-augsburg'],8704,marcel de jong,Vancouver Whitecaps FC,164581
282,6645,tranquillo barnetta,['fc-schalke-04'],3192,tranquillo barnetta,FC St. Gallen 1879,52752
283,160670,joseph claude gyau,['borussia-dortmund'],5988,joseph claude agyeman gyau,MSV Duisburg,207892
285,335191,valeriane gvilia,['metalurg-zaporizhya-bis-2016-'],9702,valeriane gvilia,FC Luzern,242673
286,37152,tommy elphick,['afc-bournemouth'],4057,tommy elphick,Aston Villa,180635
287,10375,shaun macdonald,['afc-bournemouth'],7614,shaun benjamin macdonald,Wigan Athletic,170879
288,94598,stefan wannenwetsch,['fc-ingolstadt-04'],8028,stefan wannenwetsch,F.C. Hansa Rostock,212340
289,42318,konstantin engel,['fc-ingolstadt-04'],8784,konstantin engel,VfL Osnabruck,183559
290,98827,ousseynou cisse,['waasland-beveren'],10046,ousseynou cisse,Milton Keynes Dons,203930
291,153634,marcel hilssner,['sv-werder-bremen'],9448,marcel hilssner,F.C. Hansa Rostock,231197
292,42072,tobias kempe,['sv-darmstadt-98'],3440,tobias kempe,SV Darmstadt 98,199413
293,32273,lukasz zaluska,"['celtic-glasgow', 'sv-darmstadt-98']",7546,lukasz zaluska,Pogon Szczecin,105533
294,5893,giampiero pinzi,"['udinese-calcio', 'chievo-verona']",4680,giampiero pinzi,Padova,164
295,287648,giuseppe panico,['genua-cfc'],12375,giuseppe panico,Cittadella,228886
296,112666,alessandro longhi,"['us-sassuolo', 'chievo-verona']",10077,alessandro longhi,Brescia,205720
297,6750,maurizio domizzi,['udinese-calcio'],3922,maurizio domizzi,Venezia FC,51101
298,53288,marquinho,['udinese-calcio'],4357,alexander martin marquinho callens asin,New York City FC,211522
299,257118,michele rocca,['sampdoria-genua'],13871,michele rocca,Livorno,221339
300,37788,philipp hosiner,"['fc-stade-rennes', '1-fc-koln']",5939,philipp hosiner,SK Sturm Graz,204690
301,124559,alen stevanovic,['fc-turin'],4972,alen stevanovic,Shonan Bellmare,197925
302,109436,oliver husing,['sv-werder-bremen'],5295,oliver husing,F.C. Hansa Rostock,222521
303,34211,cristiano del grosso,['atalanta-bergamo'],9819,cristiano del grosso,Pescara,173305
304,76329,marcelo estigarribia,['atalanta-bergamo'],2766,marcelo alejandro estigarribia balmori,Club Atletico Colon,188992
305,119355,matteo ciofani,['frosinone-calcio'],5822,matteo ciofani,Pescara,193974
306,119213,richmond boakye,"['atalanta-bergamo', 'roda-jc-kerkrade']",4991,richmond yiadom boakye,Jiangsu FC,198726
307,130348,roberto crivello,['frosinone-calcio'],7218,roberto crivello,Spezia,224316
308,125251,ivan piris,['udinese-calcio'],2898,ivan rodrigo piris leguizamon,Newell's Old Boys,204977
309,63422,david moberg karlsson,['fc-nordsjaelland'],6971,jens david joacim moberg karlsson,IFK Norrkoping,209039
310,84751,luca martinelli,['fc-empoli'],8994,luca martinelli,Foggia,205406
311,171307,joshua brillante,"['ac-florenz', 'fc-empoli']",5918,joshua brillante,Sydney FC,203308
312,55997,jose maria basanta,['ac-florenz'],2670,jose maria basanta,CF Monterrey,172077
314,39831,leandro greco,"['genua-cfc', 'hellas-verona']",5593,leandro greco,US Cremonese,144511
315,22203,antonio nocerino,"['fc-turin', 'parma-calcio-1913', 'ac-mailand']",3964,antonio nocerino,Benevento,156988
316,56609,eros pisano,"['palermo-fc', 'hellas-verona']",4070,eros pisano,Bristol City,183454
317,35491,mariano andujar,['ssc-neapel'],2178,mariano gonzalo andujar,Estudiantes de La Plata,173857
318,62445,sebastian andersen,['viborg-ff'],16183,sebastian gronning andersen,Hobro IK,234631
319,3182,ashley cole,['as-rom'],3918,ashley cole,LA Galaxy,34079
321,114113,gudmundur thorarinsson,['fc-nordsjaelland'],5187,gudmundur thorarinsson,IFK Norrkoping,213512
323,39090,fredy guarin,['inter-mailand'],1274,fredy alejandro guarin vasquez,Shanghai Shenhua FC,169051
324,230611,matteo mancosu,"['fc-bologna', 'carpi-fc-1909']",10235,matteo mancosu,Club de Foot Montreal,215982
325,68203,moussa maazou,"['cs-maritimo', 'randers-fc']",7717,ouwo moussa maazou,Racing Club de Lens,187004
326,70132,cristian chavez,['pas-giannina'],7940,cristian gabriel chavez,Club Atletico Aldosivi,205941
328,171382,jack duncan,['randers-fc'],11144,jack carleton duncan,Al Qadisiyah,210368
329,55978,giorgi merebashvili,"['ofi-kreta', 'veria-nps', 'apo-levadiakos']",8868,giorgi merebashvili,Wisla Plock,192912
330,121406,abdisalam ibrahim,"['olympiakos-piraus', 'veria-nps']",7751,abdisalam ibrahim,Valerenga Fotball,190821
332,45042,radoslaw majewski,['veria-nps'],5682,radoslaw majewski,Pogon Szczecin,179569
334,29115,igor angulo,['ao-platanias'],3936,igor angulo alboniga,Gornik Zabrze,138306
335,75554,magnus eriksson,['brondby-if'],5111,magnus lennart eriksson,San Jose Earthquakes,208437
336,131967,daniel oshaughnessy,['fc-midtjylland'],14550,daniel michael oshaughnessy,HJK Helsinki,221486
337,273173,bodvar bodvarsson,['fc-midtjylland'],14031,bodvar bodvarsson,Jagiellonia Bialystok,232504
338,62125,harmeet singh,['fc-midtjylland'],6652,harmeet singh,Sarpsborg 08 FF,179537
339,149526,marco crimi,"['fc-bologna', 'carpi-fc-1909']",8908,marco crimi,Spezia,199173
340,86863,nikolay bodurov,"['fc-midtjylland', 'fc-fulham']",5911,nikolay bodurov,ZZZZZ,202756
341,51529,michael almeback,"['brondby-if', 'esbjerg-fb']",9851,michael carl eric almeback,Orebro SK,181298
342,144904,jonas knudsen,['esbjerg-fb'],4218,jonas knudsen,Ipswich Town,199748
343,8421,michael jakobsen,['esbjerg-fb'],6585,michael jakobsen,Adelaide United,162407
344,262521,enrico baldini,['inter-mailand'],12336,enrico baldini,Ascoli,226267
345,44966,adrian lopez,['aarhus-gf'],1008,adrian lopez alvarez,FC Porto,173818
346,223801,ferhad ayaz,['gaziantepspor'],11388,ferhad ayaz,Dalkurd FF,226540
347,184932,gbenga arokoyo,['gaziantepspor'],10106,gbenga arokoyo,Kalmar FF,208372
348,147559,alain baroja,['aek-athen'],6154,alain baroja mendez,ZZZZZ,217095
349,15798,cesar arzo,['aek-athen'],4710,cesar arzo amposta,Gimnastic de Tarragona,146558
350,291178,demba camara,['gaziantepspor'],13786,papa demba oumar camara,Grenoble Foot 38,204881
351,45646,diego buonanotte,['aek-athen'],1001,diego mario buonanotte rende,Universidad Catolica,170719
352,141658,etzaz hussain,['sivasspor'],7753,etzaz muzafar hussain,Molde FK,190979
353,202221,diego bejarano,['panetolikos-gfs'],10252,diego bejarano ibanez,ZZZZZ,216751
355,96331,mikkel kirkeskov,['odense-boldklub'],10988,mikkel kirkeskov andersen,Piast Gliwice,194431
356,49521,francesco bolzoni,['palermo-fc'],5756,francesco bolzoni,Spezia,188076
357,44720,matti lund nielsen,['odense-boldklub'],10867,matti lund nielsen,Sarpsborg 08 FF,172568
358,66109,fabio daprela,"['palermo-fc', 'carpi-fc-1909']",6701,fabio daprela,FC Lugano,186950
360,400276,savas cakir,['trabzonspor'],10571,savas cakir,Trabzonspor,233955
361,75035,franco jara,"['olympiakos-piraus', 'benfica-lissabon']",2312,franco daniel jara,Pachuca,198347
362,28643,romeu,"['panthrakikos-komotini', 'apo-levadiakos']",825,oriol romeu vidal,Southampton,199576
