,player_id,name,clubs,fifa_index,name_compare,fifa_clubs,sofifa_id
211,24480,nikolay mihaylov,['mersin-idmanyurdu'],8486,nikolay mihaylov,ZZZZZ,178767
212,42318,konstantin engel,['fc-ingolstadt-04'],7396,konstantin engel,VfL Osnabruck,183559
213,29855,ibou,['waasland-beveren'],8687,ibou omar touray,Salford City,204979
214,98827,ousseynou cisse,['waasland-beveren'],10924,ousseynou cisse,Leyton Orient,203930
215,153634,marcel hilssner,['sv-werder-bremen'],11228,marcel hilssner,Coventry City,231197
216,42072,tobias kempe,['sv-darmstadt-98'],4712,tobias kempe,SV Darmstadt 98,199413
217,32618,assani lukimya,['sv-werder-bremen'],9646,assani lukimya mulongoti,KFC Uerdingen 05,184852
218,53288,marquinho,['udinese-calcio'],4861,alexander martin marquinho callens asin,New York City FC,211522
219,37788,philipp hosiner,"['fc-stade-rennes', '1-fc-koln']",7577,philipp hosiner,SG Dynamo Dresden,204690
220,10255,alexander farnerud,['fc-turin'],8426,alexander farnerud,IFK Goteborg,45874
221,109436,oliver husing,['sv-werder-bremen'],4984,oliver husing,1. FC Heidenheim 1846,222521
222,125251,ivan piris,['udinese-calcio'],2202,ivan rodrigo piris leguizamon,Club Libertad,204977
223,268216,marcus mathisen,['fc-kopenhagen'],12229,marcus klingenberg mathisen,Falkenbergs FF,228757
224,63422,david moberg karlsson,['fc-nordsjaelland'],2734,jens david joacim moberg karlsson,AC Sparta Praha,209039
225,171307,joshua brillante,"['ac-florenz', 'fc-empoli']",6564,joshua brillante,Melbourne City FC,203308
227,373359,andrea badan,['hellas-verona'],16065,andrea badan,Oldham Athletic,258733
228,35491,mariano andujar,['ssc-neapel'],2542,mariano gonzalo andujar,Estudiantes de La Plata,173857
231,114113,gudmundur thorarinsson,['fc-nordsjaelland'],4888,gudmundur thorarinsson,New York City FC,213512
233,223283,walter figueira,['ao-platanias'],16105,walter capango figueira,Derry City,213672
236,190272,tomislav tomic,['ao-xanthi'],11847,tomislav tomic,FC Flyeralarm Admira,257885
237,55978,giorgi merebashvili,"['ofi-kreta', 'veria-nps', 'apo-levadiakos']",8577,giorgi merebashvili,Wisla Plock,192912
241,341298,leonardo ramos,['ao-platanias'],5008,leonardo javier ramos,Pachuca,223879
242,75554,magnus eriksson,['brondby-if'],5670,magnus lennart eriksson,Djurgardens IF,208437
243,131967,daniel oshaughnessy,['fc-midtjylland'],12146,daniel michael oshaughnessy,HJK Helsinki,221486
244,273173,bodvar bodvarsson,['fc-midtjylland'],10195,bodvar bodvarsson,Jagiellonia Bialystok,232504
245,62125,harmeet singh,['fc-midtjylland'],11902,harmeet singh,Sandefjord Fotball,179537
246,51529,michael almeback,"['brondby-if', 'esbjerg-fb']",10788,michael carl eric almeback,Orebro SK,181298
247,144904,jonas knudsen,['esbjerg-fb'],5582,jonas knudsen,Malmo FF,199748
248,8421,michael jakobsen,['esbjerg-fb'],9593,michael jakobsen,Adelaide United,162407
251,112578,john chibuike,['gaziantepspor'],9679,emmanuel john chibuike,Falkenbergs FF,192285
252,184932,gbenga arokoyo,['gaziantepspor'],13965,gbenga arokoyo,Kalmar FF,208372
253,147559,alain baroja,['aek-athen'],8837,alain baroja mendez,Delfin Sporting Club,217095
254,58778,miguel angel cordero,['aek-athen'],9635,miguel angel cordero sanchez,FC Cartagena,183420
255,77875,joan oumari,['sivasspor'],8770,joan oumari,FC Tokyo,211828
256,45646,diego buonanotte,['aek-athen'],2069,diego mario buonanotte rende,Universidad Catolica,170719
257,141658,etzaz hussain,['sivasspor'],5522,etzaz muzafar hussain,Molde FK,190979
258,202221,diego bejarano,['panetolikos-gfs'],4938,diego bejarano ibanez,Club Bolivar,216751
259,130452,fernando godoy,"['panetolikos-gfs', 'atromitos-athen']",4915,erik fernando godoy,Vancouver Whitecaps FC,215178
260,96331,mikkel kirkeskov,['odense-boldklub'],4680,mikkel kirkeskov andersen,Piast Gliwice,194431
261,66109,fabio daprela,"['palermo-fc', 'carpi-fc-1909']",7413,fabio daprela,FC Lugano,186950
263,75035,franco jara,"['olympiakos-piraus', 'benfica-lissabon']",1659,franco daniel jara,FC Dallas,198347
264,28643,romeu,"['panthrakikos-komotini', 'apo-levadiakos']",1666,oriol romeu vidal,Southampton,199576
265,47785,jukka raitala,"['sc-heerenveen', 'fc-vestsjaelland', 'aalborg-bk']",7487,jukka raitala,Club de Foot Montreal,194163
266,155960,lukas spalvis,['aalborg-bk'],9957,lukas spalvis,1. FC Kaiserslautern,216408
267,223032,andreas blomqvist,['aalborg-bk'],12040,peter andreas blomqvist,IFK Norrkoping,208316
268,111438,matteo fedele,['carpi-fc-1909'],9944,matteo fedele,Valenciennes FC,215401
269,42029,blazej augustyn,['heart-of-midlothian-fc'],5477,blazej szczepan augustyn,Jagiellonia Bialystok,183228
270,15500,angel lopez,['ud-las-palmas'],13622,miguel angel gomez lopez,Albacete BP,251009
271,14259,antolin alcaraz,"['fc-everton', 'ud-las-palmas']",3066,antolin alcaraz viveros,Club Olimpia,138949
272,223263,darnell fisher,"['celtic-glasgow', 'st-johnstone-fc']",3431,darnell fisher,Preston North End,215437
273,134414,tyler blackett,"['manchester-united', 'celtic-glasgow']",5617,tyler blackett,Nottingham Forest,203265
275,72989,luka tankulic,['dundee-fc'],11956,luka tankulic,SV Meppen,195396
276,95364,panajotis dimitriadis,['genclerbirligi-ankara'],10874,panajotis dimitriadis,AIK,197527
277,130230,jake taylor,['motherwell-fc'],11960,jake william trevor taylor,Exeter City,198153
278,235687,ryan williams,"['inverness-caledonian-thistle-fc', 'fc-brentford']",9798,ryan dale williams,Portsmouth,204882
281,30666,haris medunjanin,['deportivo-la-coruna'],3849,haris medunjanin,FC Cincinnati,177390
283,262554,clifford aboagye,['fc-granada'],4187,clifford aboagye,Club Tijuana,220064
284,238865,eddy silvestre,"['fc-granada', 'sd-eibar']",7596,eddy silvestre pascual israfilov,Albacete BP,206035
285,158849,jon errasti,['sd-eibar'],6538,jon errasti zabaleta,UD Logrones,201146
286,211395,mauricio cuero,['ud-levante'],4142,mauricio andres cuero castillo,Club Atletico Banfield,214434
287,253153,alvaro traver,['ud-levante'],7960,alvaro traver navarrete,Real Sporting de Gijon,230793
289,215,roque santa cruz,['fc-malaga'],2490,roque luis santa cruz cantero,Club Olimpia,25798
290,39514,theo robinson,['motherwell-fc'],12963,theo robinson,Port Vale,170072
291,6838,henok goitom,['fc-getafe'],4542,henok goitom,AIK,168317
292,253892,ian gonzalez,['fc-getafe'],13255,ian gonzalez nieto,Club Necaxa,230830
293,54859,alvaro pereira,['fc-getafe'],2536,alvaro daniel pereira barragan,Club River Plate Asuncion,172098
296,26443,jonas gutierrez,"['newcastle-united', 'deportivo-la-coruna']",5401,jonas manuel gutierrez,Club Atletico Banfield,142822
297,154219,michael rose,['aberdeen-fc'],7687,michael rose,Coventry City,212487
298,205325,ryan mclaughlin,['aberdeen-fc'],9868,ryan mclaughlin,Rochdale,210392
299,193079,scott fraser,['dundee-united-fc'],9804,scott stewart fraser,Milton Keynes Dons,205145
300,72201,hugo fraile,['sporting-gijon'],3170,hugo fraile martin,AD Alcorcon,190021
301,209513,igor lichnovsky,"['sporting-gijon', 'fc-porto']",2787,igor lichnovsky osorio,Cruz Azul,214408
303,183943,gabriel araujo,"['metalurg-donetsk', 'pfk-stal-kamyanske']",17980,santiago gabriel zamora araujo,C.D. Universidad Catolica del Ecuador,255985
304,171721,adam taggart,['dundee-united-fc'],4757,adam jake taggart,Suwon Samsung Bluewings,202676
305,181135,michal szromnik,['dundee-united-fc'],11987,michal szromnik,Slask Wroclaw,201035
307,48020,riku riski,['dundee-united-fc'],8647,riku riski,HJK Helsinki,202182
308,291171,kyle knoyle,"['west-ham-united', 'dundee-united-fc']",12244,kyle knoyle,Cambridge United,229930
309,250358,iban salvador,['fc-valencia'],9149,iban salvador edu,CF Fuenlabrada,235507
310,198529,wilfried zahibo,['fc-valencia'],5650,wilfried aimeric zahibo,Houston Dynamo,206207
312,68004,nzuzi toko,"['eskisehirspor', 'brighton-amp-hove-albion']",7439,nzuzi bundebele toko,FC Wurzburger Kickers,190060
313,45082,diego gomez,['sco-angers'],17739,juan diego ospina gomez,Independiente Medellin,256659
314,225055,jean pierre nsame,['sco-angers'],790,jean pierre nsame,BSC Young Boys,209973
316,139449,leandro damiao,['real-betis-sevilla'],2641,leandro damiao da silva dos santos,Kawasaki Frontale,198213
317,182813,youssef ben ali,['fc-toulouse'],16319,ali youssef,BK Hacken,246467
318,122582,juan fernando quintero,"['fc-porto', 'fc-stade-rennes']",591,juan fernando quintero paniagua,ZZZZZ,210513
319,127151,hugo rodriguez,['stade-reims'],3895,hugo isaac rodriguez de la o,Santos Laguna,187298
320,55042,diego rigonato,['stade-reims'],4732,diego rigonato rodrigues,Deportivo Toluca,201103
321,56827,anthony weber,['stade-reims'],3871,anthony weber,Stade Malherbe Caen,183361
322,329221,maxime spano,['fc-toulouse'],6811,maxime spano rahou,Valenciennes FC,223594
323,111783,alejandro bedoya,['fc-nantes'],2611,alejandro bedoya,Philadelphia Union,191173
324,274571,laurent dos santos,['ea-guingamp'],4925,laurent dos santos,Valenciennes FC,215969
325,198027,jean deza,['montpellier-hsc'],5817,jean carlos francisco deza sanchez,Deportivo Binacional,220150
326,81056,dylan gissi,['montpellier-hsc'],8549,dylan gissi,Patronato,189551
327,56815,alexandre raineau,['sm-caen'],9622,alexandre raineau,La Berrichonne de Chateauroux,177568
329,138655,chengdong zhang,['rayo-vallecano'],7385,zhang cheng dong ,Hebei FC,182409
330,35099,steven fletcher,"['afc-sunderland', 'olympique-marseille']",4536,steven fletcher,Stoke City,164769
331,131589,billel omrani,['olympique-marseille'],4034,abdel slem billel omrani,CFR Cluj,204895
333,63824,libor kozak,['aston-villa'],3906,libor kozak,AC Sparta Praha,188871
334,251289,jordan lyden,['aston-villa'],13186,jordan david lyden,Swindon Town,224526
335,110861,gary gardner,"['brighton-amp-hove-albion', 'aston-villa']",5530,gary gardner,Birmingham City,192320
336,62638,nathan baker,['aston-villa'],3912,nathan baker,Bristol City,189403
337,260543,nemanja nikolic,['fk-rostov'],4002,nemanja nikolic,ZZZZZ,201549
339,128906,liam moore,['leicester-city'],4727,liam moore,Reading,200758
340,283655,grant ward,['tottenham-hotspur'],8898,grant ward,Blackpool,222420
341,45395,jonathan howson,['norwich-city'],4580,jonathan howson,Middlesbrough,183422
342,43193,elliott bennett,['norwich-city'],6421,elliott bennett,Blackburn Rovers,186595
343,74088,declan rudd,['norwich-city'],5505,declan rudd,Preston North End,188657
345,49327,bradley johnson,['norwich-city'],5409,bradley johnson,Blackburn Rovers,152536
346,198516,harry toffolo,['norwich-city'],5648,harry toffolo,Huddersfield Town,206086
347,29152,danny graham,['afc-sunderland'],7337,danny graham,Sunderland,163340
348,40612,liam bridcutt,['afc-sunderland'],5432,liam robert bridcutt,Lincoln City,169710
349,218144,mikael mandron,['afc-sunderland'],12016,mikael yann mathieu mandron,Crewe Alexandra,204785
351,227185,jason mccarthy,['fc-southampton'],6732,jason sean mccarthy,Wycombe Wanderers,215758
352,242603,jordan brown,['west-ham-united'],17052,jordan brown,Derby County,258050
353,291111,sessi dalmeida,"['fc-girondins-bordeaux', 'fc-paris-saint-germain']",8947,sessi octave emile dalmeida,Valenciennes FC,225146
355,340194,regan poole,['manchester-united'],12188,regan leslie poole,Milton Keynes Dons,225557
356,183293,joe rothwell,['manchester-united'],6699,joe rothwell,Blackburn Rovers,213693
357,134424,nick powell,"['leicester-city', 'manchester-united']",3991,nick powell,Stoke City,201093
358,289433,yakou meite,['fc-paris-saint-germain'],5157,yakou meite,Reading,233730
359,67715,rostyn griffiths,['roda-jc-kerkrade'],8461,rostyn griffiths,Melbourne City FC,169479
360,29974,patrick mccarthy,['crystal-palace'],1232,james patrick mccarthy,Crystal Palace,188253
361,245334,jerome binnom williams,['crystal-palace'],15754,jerome williams,Atlanta United,246798
362,226146,valmir berisha,"['panathinaikos-athen', 'sc-cambuur-leeuwarden']",12151,valmir berisha,AFC Chindia Targoviste,221839
363,181498,george evans,['manchester-city'],6671,george evans,Derby County,211595
364,261357,cameron brannagan,['fc-liverpool'],8872,cameron mark thomas brannagan,Oxford United,220940
365,243591,lawrence vigouroux,['fc-liverpool'],13115,lawrence ian vigouroux,Leyton Orient,213413
366,35571,jose enrique,['fc-liverpool'],7158,jose enrique ortiz cortes,Mazatlan Futbol Club,242763
367,6150,fabricio coloccini,['newcastle-united'],3806,fabricio coloccini,San Lorenzo de Almagro,48745
368,92381,sammy ameobi,"['newcastle-united', 'cardiff-city']",3291,sammy ameobi,Nottingham Forest,203537
369,191830,renato ibarra,['vitesse-arnheim'],1302,alex renato ibarra mina,Club Atlas,204738
370,58228,marinho,['academica-coimbra'],387,david luiz moreira marinho,Arsenal,179944
374,34007,nilson,['moreirense-fc'],5978,vagner nilson rosa cadete,Ceara Sporting Club,230515
375,147396,bruno uvini,['fc-twente-enschede'],3987,bruno uvini bortolanca,Al Ittihad,200818
377,75298,ramon cardozo,['moreirense-fc'],15125,evelio ramon cardozo,Racing Club,247393
379,45543,vito wormgoor,['ado-den-haag'],3169,vito nova wormgoor,Columbus Crew,189899
380,55210,adam nemec,['willem-ii-tilburg'],7403,adam nemec,FC Dinamo 1948 Bucuresti,184433
381,381003,william gustavo,['academica-coimbra'],13746,william gustavo alvarez vargas,Club Deportivo Jorge Wilstermann,255094
