,player_id,name,clubs,fifa_index,name_compare,fifa_clubs,sofifa_id
24,74821,franco mussis,"['genua-cfc', 'fc-kopenhagen']",4921,franco gabriel mussis,Atletico Tucuman,216706
25,127051,yann boe kane,['gs-ergotelis'],11319,yann boe kane,US Quevilly Rouen Metropole,215786
27,263062,manuel balda,['panthrakikos-komotini'],9599,faberth manuel balda rodriguez,Guayaquil City FC,251240
28,119081,joris sainati,['gs-ergotelis'],8704,joris sainati,SC Bastia,179725
29,52328,gonzalo bergessio,['sampdoria-genua'],1489,gonzalo ruben bergessio,Club Nacional de Football,171975
31,112624,joao vitor,['gaziantepspor'],12655,joao vitor brandao figueiredo,Gazisehir Gaziantep F.K.,234421
32,71002,carlos caballero,"['fc-cordoba', 'veria-nps']",9017,carlos maria servin caballero,Club Libertad,218175
34,26460,fernando belluschi,['bursaspor'],3840,fernando daniel belluschi,Newell's Old Boys,143587
35,123256,liviu antal,['genclerbirligi-ankara'],10010,liviu ion antal,AFC UTA Arad,206274
36,76749,tabare viudez,['kasimpasa'],4678,tabare uruguay viudez mora,Club Atletico Rentistas,189703
37,222332,lasha dvali,['kasimpasa'],6924,lasha dvali,Ferencvarosi TC,227766
39,52266,walter gargano,['ssc-neapel'],3137,walter alejandro gargano guevara,Club Atletico Penarol,182859
40,135082,rogelio funes mori,['eskisehirspor'],921,rogelio gabriel funes mori,CF Monterrey,198140
41,109012,ivan runje,['fc-nordsjaelland'],6655,ivan runje,Jagiellonia Bialystok,208099
42,24113,espen ruud,['odense-boldklub'],6411,espen ruud,Odds BK,148696
43,121528,berkay dabanli,['eskisehirspor'],10083,berkay tolga dabanli,SC Rheindorf Altach,212980
44,149996,holmbert aron fridonsson,['brondby-if'],7884,holmbert aron fridonsson,Holstein Kiel,220922
45,193104,scott smith,['dundee-united-fc'],18539,scott smith,Wigan Athletic,259186
46,222740,kieran sadlier,['st-mirren-fc'],8937,kieran paul sadlier,Rotherham United,210046
47,90360,filip kiss,['ross-county-fc'],2610,filip kiss,Ettifaq FC,205073
48,139440,jose nunez,['brondby-if'],9456,jose ariel nunez portelli,12 de Octubre FC,242330
49,49144,erik friberg,['esbjerg-fb'],8768,john erik gunnar friberg,BK Hacken,192169
50,128103,steven ross,['ross-county-fc'],15653,ross steven marshall,Stevenage,257538
51,73323,jo inge berget,['celtic-glasgow'],5510,jo inge berget,Malmo FF,183339
52,333684,frederik christensen,['fc-vestsjaelland'],18965,frederik orsoe christensen,Viborg FF,262645
54,151334,george long,['motherwell-fc'],8849,george long,Millwall,202199
55,193078,zaine francis angol,['motherwell-fc'],13510,zaine sebastian francis angol,Hartlepool United,210966
56,64104,sasa balic,['metalurg-zaporizhya-bis-2016-'],8900,sasa balic,Zaglebie Lubin,206297
58,119569,clark robertson,['aberdeen-fc'],7644,clark robertson,Portsmouth,200793
59,193362,jamie reid,['dundee-fc'],15193,jamie tyrrell reid,Stevenage,205255
60,199522,donervon daniels,['aberdeen-fc'],12398,donervon joseph daniels,Crewe Alexandra,209493
61,42874,kyle letheren,['dundee-fc'],14402,kyle charles letheren,Morecambe,170877
62,249118,isak ssewankambo,['nac-breda'],10092,isak ssali ssewankambo,Ostersunds FK,213670
63,80708,tommy oar,['fc-utrecht'],8741,tommy oar,Macarthur FC,188071
65,82332,maikel kieftenbeld,['fc-groningen'],6559,maikel kieftenbeld,Millwall,199584
67,104495,lyle taylor,['partick-thistle-fc'],5558,lyle james alfred taylor,Nottingham Forest,190311
71,111082,javier aquino,['rayo-vallecano'],2534,javier ignacio aquino carmona,Tigres U.A.N.L.,192350
72,57800,roberto fernandez,['fc-granada'],11862,roberto carlos fernandez toro,Club Bolivar,248052
73,55135,cristian alvarez,['rayo-vallecano'],2013,cristian dario alvarez,Real Zaragoza,188938
74,323169,sergio garcia,['fc-cordoba'],22,sergio ramos garcia,Paris Saint-Germain,155862
76,63706,mikel saizar,['fc-cordoba'],9812,mikel saizar soroa,SD Amorebieta,146486
79,92813,victor perez,['ud-levante'],721,victor machin perez,Getafe CF,199715
80,226005,franco fragapane,['fc-elche'],2632,franco rodrigo fragapane,Minnesota United FC,207440
82,208715,fredy hinestroza,['fc-getafe'],3395,fredy hinestroza arias,Junior FC,214421
83,329648,tena,['fc-sevilla'],5738,pol garcia tena,Futbol Club Juarez,211323
86,282637,ivan perez,['atletico-madrid'],8673,edmundo ivan vazquez mellado perez,Club Leon,156507
87,126748,israel puerto,['fc-villarreal'],7767,israel puerto pineda,Jagiellonia Bialystok,211315
89,147462,alexander callens,['real-sociedad-san-sebastian'],4088,alexander martin marquinho callens asin,New York City FC,211522
92,7607,xavi,['fc-barcelona'],9514,xavi simons,Paris Saint-Germain,245367
93,9218,matthew taylor,['fc-burnley'],7992,matthew james taylor,Oxford United,228668
94,36894,michael duff,['fc-burnley'],6682,michael duffy,Dundalk FC,210263
95,58516,lucas barrios,"['montpellier-hsc', 'spartak-moskau']",4644,lucas ramon barrios caceres,Defensa y Justicia,183177
97,65072,juan manuel insaurralde,['spartak-moskau'],2437,juan manuel insaurralde,Club Atletico Independiente,153060
98,39378,jozy altidore,['afc-sunderland'],3861,jozy altidore,Toronto FC,176237
99,124845,grant hall,['tottenham-hotspur'],5673,grant hall,Middlesbrough,204761
100,264199,reece grego cox,['queens-park-rangers'],15256,reece randall grego cox,Crawley Town,226563
101,362809,brandon comley,['queens-park-rangers'],15236,brandon comley,Bolton Wanderers,223918
102,49693,andreas weimann,['aston-villa'],4704,andreas weimann,Bristol City,194017
103,121269,ryan watson,['leicester-city'],12337,ryan james watson,Tranmere Rovers,200744
104,33785,ryan taylor,['newcastle-united'],18215,taylor ryan charters,Carlisle United,252888
105,43266,stephen quinn,['hull-city'],11093,stephen jude quinn,Mansfield Town,173673
106,62240,maynor figueroa,['hull-city'],6440,maynor alexis figueroa rochez,Houston Dynamo,175092
107,67232,mark oxley,"['hibernian-fc', 'hull-city']",14408,mark thomas oxley,Harrogate Town,186494
108,54576,sebastian blanco,['west-bromwich-albion'],901,sebastian marcelo blanco,Portland Timbers,190577
109,141349,liam oneil,['west-bromwich-albion'],13481,liam christian james oneil,Cambridge United,205361
112,226964,dominic gape,['fc-southampton'],7775,dominic edward gape,Wycombe Wanderers,211928
113,104219,enes sipovic,['kvc-westerlo'],10267,enes sipovic,Kerala Blasters FC,226628
114,258884,ryan ledson,['fc-everton'],3471,ryan ledson,Preston North End,222836
115,242412,gethin jones,['fc-everton'],11405,gethin wynne jones,Bolton Wanderers,224447
116,234249,federico andrada,['fc-metz'],5706,federico oscar andrada,Club Atletico Aldosivi,208158
117,110852,waldemar sobota,['fc-brugge'],8821,waldemar sobota,Slask Wroclaw,199861
120,39475,sacha kljestan,['rsc-anderlecht'],5494,sacha kljestan,LA Galaxy,176062
121,61561,barry bannan,['crystal-palace'],2487,barry ryan bannan,Sheffield Wednesday,183540
122,52585,james troisi,['sv-zulte-waregem'],9837,james troisi,Western Sydney Wanderers,172208
123,171408,gaetan courtet,['stade-reims'],5663,gaetan courtet,AC Ajaccio,203699
124,30758,dario cvitanich,['ogc-nizza'],3102,dario cvitanich,Racing Club,152997
125,39914,mathieu coutadeur,['fc-lorient'],6450,mathieu coutadeur,AC Ajaccio,177482
126,62013,anders konradsen,['fc-stade-rennes'],8731,anders agnes konradsen,Rosenborg BK,187042
131,286378,sacha bastien,['stade-reims'],16523,sacha charles julian guy bastien,Stevenage,220188
132,169090,el hadi ba,['sc-bastia'],10071,el hadi ba,En Avant de Guingamp,212338
133,15808,romaric,['sc-bastia'],16182,romaric yapi,Vitesse,252707
135,43907,andre pierre gignac,['olympique-marseille'],287,andre pierre christian gignac,Tigres U.A.N.L.,153244
138,95182,dragos grigore,['fc-toulouse'],6665,dragos grigore,Rapid Bucuresti,208714
142,33235,rui miguel,['fc-penafiel'],10782,rui miguel guerra pires,FC Pacos de Ferreira,251669
147,234787,lucas joao,['cd-nacional'],2665,lucas eduardo dos santos joao,Reading,210556
148,2453,mahir saglik,['sc-paderborn-07'],11062,mahir saglik,Sportclub Verl,122040
152,153022,nicolas blandi,['thonon-evian-grand-geneve-fc'],12333,nicolas blandi,Union de Santa Fe,200197
153,51069,stefan kutschke,['sc-paderborn-07'],7848,stefan kutschke,FC Ingolstadt 04,216377
155,36080,miralem sulejmani,['benfica-lissabon'],2474,miralem sulejmani,BSC Young Boys,179560
156,93571,florian hartherz,['sc-paderborn-07'],7669,florian hartherz,Fortuna Dusseldorf,202512
157,32845,moritz stoppelkamp,['sc-paderborn-07'],6417,moritz stoppelkamp,MSV Duisburg,157528
160,74621,jonathan urretaviscaya,['fc-pacos-de-ferreira'],3910,jonathan matias urretaviscaya da luz,Club Atletico Rentistas,189338
161,48740,milos ninkovic,['thonon-evian-grand-geneve-fc'],2048,milos ninkovic,Sydney FC,195088
162,158402,bobo,['boavista-porto-fc'],14006,matchoi bobo dalo,FC Pacos de Ferreira,252470
163,195781,mirnes pepic,['sc-paderborn-07'],11338,mirnes pepic,FC Wurzburger Kickers,219449
165,119272,mario rondon,['cd-nacional'],8774,mario junior rondon fernandez,Radomiak Radom,192671
166,224677,johnny vidales,['cs-maritimo'],10240,johnny victor vidales lature,FBC Melgar,224983
167,94603,patrick bauer,['cs-maritimo'],3294,patrick bauer,Preston North End,204496
169,149655,daniel martins,['belenenses-sad'],1183,daniel filipe martins carrico,Union Deportiva Almeria,189156
170,179308,diego rubio,['sporting-lissabon'],4798,diego ivan rubio kostner,Colorado Rapids,204709
172,168683,forbes,['vitoria-setubal-fc'],9936,felicio anando brown forbes,Wisla Krakow,199908
173,14331,manu,['vitoria-setubal-fc'],9386,braydon marvin manu,SV Darmstadt 98,239397
176,93768,richard strebinger,['sv-werder-bremen'],3341,richard strebinger,SK Rapid Wien,209990
177,45464,sercan sararer,['vfb-stuttgart'],6496,sercan sararer osuna,Turkgucu Munchen,189077
178,192266,tolcay cigerci,['hamburger-sv'],11407,tolcay cigerci,FC Viktoria 1889 Berlin,224518
180,203532,naby sarr,['sporting-lissabon'],6713,mouhamadou naby sarr,Huddersfield Town,212420
181,248105,jonatan alvez,['vitoria-guimaraes-sc'],7940,jonatan daniel alvez sagar,Atletico Nacional,225073
182,160670,joseph claude gyau,['borussia-dortmund'],6652,joseph claude agyeman gyau,FC Cincinnati,207892
184,335191,valeriane gvilia,['metalurg-zaporizhya-bis-2016-'],8306,valerian gvilia,Rakow Czestochowa,242673
185,33108,gonzalo garcia,['heracles-almelo'],8469,diego gonzalo garcia cardozo,Club Atletico Talleres,251831
187,29855,ibou,['waasland-beveren'],8882,ibou omar touray,Salford City,204979
188,98827,ousseynou cisse,['waasland-beveren'],13474,ousseynou cisse,Oldham Athletic,203930
189,153634,marcel hilssner,['sv-werder-bremen'],12601,marcel hilssner,Coventry City,231197
190,42072,tobias kempe,['sv-darmstadt-98'],3968,tobias kempe,SV Darmstadt 98,199413
191,53288,marquinho,['udinese-calcio'],4088,alexander martin marquinho callens asin,New York City FC,211522
192,37788,philipp hosiner,"['fc-stade-rennes', '1-fc-koln']",7699,philipp hosiner,SG Dynamo Dresden,204690
193,109436,oliver husing,['sv-werder-bremen'],3467,oliver husing,1. FC Heidenheim 1846,222521
194,76329,marcelo estigarribia,['atalanta-bergamo'],2505,marcelo alejandro estigarribia balmori,Club Olimpia,188992
195,125251,ivan piris,['udinese-calcio'],1625,ivan rodrigo piris leguizamon,Club Libertad,204977
196,268216,marcus mathisen,['fc-kopenhagen'],10290,marcus klingenberg mathisen,IK Sirius,228757
197,63422,david moberg karlsson,['fc-nordsjaelland'],1268,jens david joacim moberg karlsson,AC Sparta Praha,209039
198,171307,joshua brillante,"['ac-florenz', 'fc-empoli']",6611,joshua brillante,Melbourne Victory,203308
200,35491,mariano andujar,['ssc-neapel'],2462,mariano gonzalo andujar,Estudiantes de La Plata,173857
201,62445,sebastian andersen,['viborg-ff'],11569,sebastian gronning andersen,Viborg FF,234631
202,198178,adam orn arnarson,['fc-nordsjaelland'],14506,adam orn arnarson,Tromso IL,224936
203,114113,gudmundur thorarinsson,['fc-nordsjaelland'],7806,gudmundur thorarinsson,New York City FC,213512
205,223283,walter figueira,['ao-platanias'],15980,walter capango figueira,Sligo Rovers,213672
206,70132,cristian chavez,['pas-giannina'],5525,cristian manuel chavez,Club Deportivo Jorge Wilstermann,184890
208,171382,jack duncan,['randers-fc'],13504,jack carleton duncan,Newcastle Jets,210368
213,341298,leonardo ramos,['ao-platanias'],4223,leonardo javier ramos,Club Bolivar,223879
214,29115,igor angulo,['ao-platanias'],3833,igor angulo alboniga,Mumbai City FC,138306
215,75554,magnus eriksson,['brondby-if'],5708,magnus lennart eriksson,Djurgardens IF,208437
216,131967,daniel oshaughnessy,['fc-midtjylland'],9041,daniel michael oshaughnessy,HJK Helsinki,221486
217,62125,harmeet singh,['fc-midtjylland'],11105,harmeet singh,Sandefjord Fotball,179537
218,51529,michael almeback,"['brondby-if', 'esbjerg-fb']",13401,michael carl eric almeback,Orebro SK,181298
219,144904,jonas knudsen,['esbjerg-fb'],5621,jonas knudsen,Malmo FF,199748
220,8421,michael jakobsen,['esbjerg-fb'],9826,michael jakobsen,Adelaide United,162407
222,223801,ferhad ayaz,['gaziantepspor'],11443,ferhad ayaz,Degerfors IF,226540
223,77875,joan oumari,['sivasspor'],8955,joan oumari,FC Tokyo,211828
224,45646,diego buonanotte,['aek-athen'],1158,diego mario buonanotte rende,Universidad Catolica,170719
225,141658,etzaz hussain,['sivasspor'],5563,etzaz muzafar hussain,Molde FK,190979
226,202221,diego bejarano,['panetolikos-gfs'],4147,diego bejarano ibanez,Club Bolivar,216751
227,130452,fernando godoy,"['panetolikos-gfs', 'atromitos-athen']",6761,erik fernando godoy,Vancouver Whitecaps FC,215178
228,96331,mikkel kirkeskov,['odense-boldklub'],6537,mikkel kirkeskov andersen,Holstein Kiel,194431
229,66109,fabio daprela,"['palermo-fc', 'carpi-fc-1909']",7554,fabio daprela,FC Lugano,186950
231,75035,franco jara,"['olympiakos-piraus', 'benfica-lissabon']",3958,franco daniel jara,FC Dallas,198347
232,28643,romeu,"['panthrakikos-komotini', 'apo-levadiakos']",719,oriol romeu vidal,Southampton,199576
233,47785,jukka raitala,"['sc-heerenveen', 'fc-vestsjaelland', 'aalborg-bk']",6533,jukka raitala,Minnesota United FC,194163
234,130108,pajtim kasami,['olympiakos-piraus'],2052,pajtim kasami,FC Basel 1893,197900
235,273130,federico gino,['carpi-fc-1909'],8047,federico gino acevedo fagundez,Club Atletico Aldosivi,230984
236,223032,andreas blomqvist,['aalborg-bk'],12390,peter andreas blomqvist,Mjallby AIF,208316
237,111438,matteo fedele,['carpi-fc-1909'],11315,matteo fedele,Universitatea Craiova,215401
238,129063,jamie reckord,['ross-county-fc'],14427,jamie vincent junior reckord,Wrexham AFC,200936
239,42029,blazej augustyn,['heart-of-midlothian-fc'],7536,blazej szczepan augustyn,Jagiellonia Bialystok,183228
240,15500,angel lopez,['ud-las-palmas'],14338,angel lopez ramon,Real Zaragoza,263217
241,14259,antolin alcaraz,"['fc-everton', 'ud-las-palmas']",3835,antolin alcaraz viveros,Club Olimpia,138949
242,261741,tobi sho silva,['inverness-caledonian-thistle-fc'],15971,tobi fabian shobowale sho silva,Sutton United,207951
243,223263,darnell fisher,"['celtic-glasgow', 'st-johnstone-fc']",3409,darnell fisher,Middlesbrough,215437
244,134414,tyler blackett,"['manchester-united', 'celtic-glasgow']",7680,tyler blackett,FC Cincinnati,203265
245,36802,colin kazim richards,"['feyenoord-rotterdam', 'celtic-glasgow']",6423,colin kazim richards,Derby County,166114
247,30846,emmanuel culio,['ud-las-palmas'],6419,juan emmanuel culio,CFR Cluj,161703
248,72989,luka tankulic,['dundee-fc'],11171,luka tankulic,SV Meppen,195396
250,235687,ryan williams,"['inverness-caledonian-thistle-fc', 'fc-brentford']",8881,ryan dale williams,Oxford United,204882
251,21703,scott brown,['aberdeen-fc'],3832,scott brown,Aberdeen,134820
253,30666,haris medunjanin,['deportivo-la-coruna'],7515,haris medunjanin,FC Cincinnati,177390
254,74954,saul berjon,['sd-eibar'],4669,saul berjon perez,Burgos CF,189211
255,278357,david goldar,['celta-vigo'],6843,david goldar gomez,UD Ibiza,222407
258,262554,clifford aboagye,['fc-granada'],4944,clifford aboagye,Puebla FC,220064
259,255496,asier etxaburu,['sd-eibar'],13655,asier etxaburu diz,SD Amorebieta,231852
260,211395,mauricio cuero,['ud-levante'],2709,mauricio andres cuero castillo,Club Atletico Banfield,214434
262,215,roque santa cruz,['fc-malaga'],3829,roque luis santa cruz cantero,Club Olimpia,25798
263,39514,theo robinson,['motherwell-fc'],13388,theo robinson,Bradford City,170072
264,6838,henok goitom,['fc-getafe'],7497,henok goitom,AIK,168317
265,253892,ian gonzalez,['fc-getafe'],9189,ian gonzalez nieto,Deportivo Toluca,230830
268,154219,michael rose,['aberdeen-fc'],6715,michael rose,Coventry City,212487
269,205325,ryan mclaughlin,['aberdeen-fc'],12405,ryan mclaughlin,Morecambe,210392
270,193079,scott fraser,['dundee-united-fc'],6631,scott stewart fraser,Ipswich Town,205145
271,72201,hugo fraile,['sporting-gijon'],3917,hugo fraile martin,AD Alcorcon,190021
272,209513,igor lichnovsky,"['sporting-gijon', 'fc-porto']",2708,igor lichnovsky osorio,Al Shabab,214408
274,171721,adam taggart,['dundee-united-fc'],4775,adam jake taggart,Cerezo Osaka,202676
275,181135,michal szromnik,['dundee-united-fc'],8832,michal szromnik,Slask Wroclaw,201035
277,48020,riku riski,['dundee-united-fc'],8848,riku riski,HJK Helsinki,202182
278,291171,kyle knoyle,"['west-ham-united', 'dundee-united-fc']",9171,kyle knoyle,Doncaster Rovers,229930
279,250358,iban salvador,['fc-valencia'],6070,iban salvador edu,CF Fuenlabrada,235507
280,198529,wilfried zahibo,['fc-valencia'],8899,wilfried aimeric zahibo,Dundalk FC,206207
282,68004,nzuzi toko,"['eskisehirspor', 'brighton-amp-hove-albion']",8757,nzuzi bundebele toko,FC Wurzburger Kickers,190060
283,225055,jean pierre nsame,['sco-angers'],747,jean pierre nsame,BSC Young Boys,209973
285,59434,artem putivtsev,"['fk-mariupol', 'metalurg-donetsk', 'metalist-kharkiv']",10371,artem putivtsev,Bruk-Bet Termalica Nieciecza,232550
286,139449,leandro damiao,['real-betis-sevilla'],2563,leandro damiao da silva dos santos,Kawasaki Frontale,198213
287,182813,youssef ben ali,['fc-toulouse'],15443,ali youssef,BK Hacken,246467
288,122582,juan fernando quintero,"['fc-porto', 'fc-stade-rennes']",582,juan fernando quintero paniagua,Shenzhen FC,210513
289,127151,hugo rodriguez,['stade-reims'],3164,hugo isaac rodriguez de la o,Santos Laguna,187298
290,181373,antoine conte,['stade-reims'],11293,antoine conte,Universitatea Craiova,213021
291,55042,diego rigonato,['stade-reims'],6582,diego rigonato rodrigues,Deportivo Toluca,201103
292,329221,maxime spano,['fc-toulouse'],9072,maxime spano rahou,Valenciennes FC,223594
293,111783,alejandro bedoya,['fc-nantes'],2528,alejandro bedoya,Philadelphia Union,191173
294,274571,laurent dos santos,['ea-guingamp'],5806,laurent dos santos,Valenciennes FC,215969
295,99490,murtaz daushvili,['karpaty-lviv'],14417,murtaz daushvili,APOEL Nicosia FC,192901
296,81056,dylan gissi,['montpellier-hsc'],8752,dylan gissi,Union de Santa Fe,189551
298,138655,chengdong zhang,['rayo-vallecano'],6464,zhang cheng dong ,Hebei FC,182409
299,35099,steven fletcher,"['afc-sunderland', 'olympique-marseille']",4617,steven fletcher,Stoke City,164769
300,131589,billel omrani,['olympique-marseille'],5677,abdel slem billel omrani,CFR Cluj,204895
302,215653,baptiste aloe,['olympique-marseille'],10027,baptiste aloe,FC Arouca,208834
303,260677,anton mitryushkin,['spartak-moskau'],11305,anton vladimirovich mitryushkin,SG Dynamo Dresden,213954
304,251289,jordan lyden,['aston-villa'],13592,jordan david lyden,Swindon Town,224526
305,110861,gary gardner,"['brighton-amp-hove-albion', 'aston-villa']",5567,gary gardner,Birmingham City,192320
306,62638,nathan baker,['aston-villa'],4672,nathan baker,Bristol City,189403
307,260543,nemanja nikolic,['fk-rostov'],4765,nemanja nikolic,ZZZZZ,201549
309,128906,liam moore,['leicester-city'],3985,liam moore,Reading,200758
310,283655,grant ward,['tottenham-hotspur'],10193,grant ward,Blackpool,222420
311,45395,jonathan howson,['norwich-city'],4645,jonathan howson,Middlesbrough,183422
312,43193,elliott bennett,['norwich-city'],7552,elliott bennett,Shrewsbury Town,186595
313,42513,gary hooper,['norwich-city'],4639,gary hooper,Wellington Phoenix,179574
314,74088,declan rudd,['norwich-city'],6493,declan rudd,Preston North End,188657
316,49327,bradley johnson,['norwich-city'],5477,bradley johnson,Blackburn Rovers,152536
317,198516,harry toffolo,['norwich-city'],4045,harry toffolo,Huddersfield Town,206086
318,40612,liam bridcutt,['afc-sunderland'],6433,liam robert bridcutt,Lincoln City,169710
319,218144,mikael mandron,['afc-sunderland'],9992,mikael yann mathieu mandron,Crewe Alexandra,204785
321,227185,jason mccarthy,['fc-southampton'],7842,jason sean mccarthy,Wycombe Wanderers,215758
322,242603,jordan brown,['west-ham-united'],17619,jordan brown,Derby County,258050
323,17273,steven taylor,['newcastle-united'],4609,steven vincent taylor,Wellington Phoenix,159034
324,291111,sessi dalmeida,"['fc-girondins-bordeaux', 'fc-paris-saint-germain']",7942,sessi octave emile dalmeida,Valenciennes FC,225146
325,387036,joe riley,['manchester-united'],12637,joe riley,Carlisle United,233114
326,340194,regan poole,['manchester-united'],12538,regan leslie poole,Lincoln City,225557
327,183293,joe rothwell,['manchester-united'],5766,joe rothwell,Blackburn Rovers,213693
328,134424,nick powell,"['leicester-city', 'manchester-united']",3269,nick powell,Stoke City,201093
329,289433,yakou meite,['fc-paris-saint-germain'],3646,yakou meite,Reading,233730
330,121990,wellington silva,"['ud-almeria', 'fc-arsenal']",5608,wellington alves da silva,Gamba Osaka,198635
331,171820,tomi juric,['roda-jc-kerkrade'],8969,tomi juric,Macarthur FC,213321
332,67715,rostyn griffiths,['roda-jc-kerkrade'],8682,rostyn griffiths,Melbourne City FC,169479
333,328354,santiago palacios,['roda-jc-kerkrade'],17494,hayen santiago palacios sanchez,Atletico Nacional,243188
334,29974,patrick mccarthy,['crystal-palace'],2009,james patrick mccarthy,Celtic,188253
335,181498,george evans,['manchester-city'],5742,george evans,Millwall,211595
336,261357,cameron brannagan,['fc-liverpool'],9036,cameron mark thomas brannagan,Oxford United,220940
337,243591,lawrence vigouroux,['fc-liverpool'],11299,lawrence ian vigouroux,Leyton Orient,213413
338,6150,fabricio coloccini,['newcastle-united'],5466,fabricio coloccini,Club Atletico Aldosivi,48745
339,92381,sammy ameobi,"['newcastle-united', 'cardiff-city']",4015,sammy ameobi,Middlesbrough,203537
340,23492,thomas kristensen,['ado-den-haag'],18031,thomas thiesson kristensen,Aarhus GF,261573
341,191830,renato ibarra,['vitesse-arnheim'],2087,alex renato ibarra mina,Club America,204738
343,315280,nigel robertha,['feyenoord-rotterdam'],8108,nigel robertha,D.C. United,233881
346,384575,mun ki hwang,['academica-coimbra'],13647,mun ki hwang,Gangwon FC,230921
348,232015,oskar zawada,['fc-twente-enschede'],12522,oskar zawada,Jeju United FC,224324
349,147396,bruno uvini,['fc-twente-enschede'],6576,bruno uvini bortolanca,FC Tokyo,200818
350,30306,ivanildo,['academica-coimbra'],4513,ivanildo jorge mendes fernandes,FC Vizela,244963
353,308632,callum connolly,['fc-everton'],9163,callum connolly,Blackpool,229605
354,45543,vito wormgoor,['ado-den-haag'],3915,vito nova wormgoor,Columbus Crew,189899
355,55210,adam nemec,['willem-ii-tilburg'],11120,adam nemec,FC Voluntari,184433
356,381003,william gustavo,['academica-coimbra'],14061,william gustavo alvarez vargas,Club Deportivo Guabira,255094
358,29456,rasmus lindgren,['fc-groningen'],6416,rasmus lindgren,BK Hacken,157305
359,124888,johan kappelhof,['fc-groningen'],6568,johan kappelhof,Chicago Fire Football Club,200105
360,208095,dino islamovic,['fc-groningen'],6776,dino islamovic,Rosenborg BK,215817
361,295400,raul gudino,['cf-uniao-madeira'],3514,raul manolo gudino vega,Club Deportivo Guadalajara,226285
362,270959,henrique dourado,['vitoria-guimaraes-sc'],2727,jose henrique da silva dourado,Henan Songshan Longmen FC,215553
366,312621,rafael alves,['cf-uniao-madeira'],2751,luis rafael soares alves,Vitoria de Guimaraes,218936
368,34951,bruno miguel,['gd-estoril-praia'],7309,bruno miguel ponces lourenco,Estoril Praia,248811
372,138139,alan henrique,['cd-nacional'],8978,alan henrique costa,Bengaluru FC,213858
373,108820,ulises davila,['vitoria-setubal-fc'],1554,ulises alejandro davila plascencia,Macarthur FC,190581
374,258933,wanderson,['cd-nacional'],8638,wanderson felippe cardoso dos santos,Vegalta Sendai,261636
378,86057,kanu,"['vitoria-guimaraes-sc', 'oud-heverlee-leuven']",14624,idris kanu,Peterborough United,240345
379,75062,frederic brillant,['kv-oostende'],6661,frederic brillant,D.C. United,208521
385,125250,celso ortiz,['az-alkmaar'],920,celso fabian ortiz gamarra,CF Monterrey,198129
387,89030,maxime chanot,['kv-kortrijk'],3373,maxime chanot,New York City FC,212607
388,196834,david kinsombi,['eintracht-frankfurt'],4866,david kinsombi,Hamburger SV,212625
389,60602,yohann thuram,['standard-luttich'],11122,yohann georges thuram ulien,Amiens SC,184763
391,38415,johannes flum,['eintracht-frankfurt'],11131,johannes flum,SC Freiburg II,188586
392,31218,johannes van den bergh,['hertha-bsc'],6468,johannes van den bergh,Holstein Kiel,183490
393,156618,maxime colin,['rsc-anderlecht'],2585,maxime colin,Birmingham City,201136
395,17689,sascha molders,['fc-augsburg'],6469,sascha molders,TSV 1860 Munchen,183712
396,235371,fynn arkenberg,['hannover-96'],13688,fynn arkenberg,TSV Havelse,233969
