,game_id,player_club_id,attack,defense,GK,midfield
0,2457642,610,3.000244140625,4.433349609375,1.0,2.56689453125
1,2457642,1269,0.555419921875,4.0,1.0,5.4443359375
2,2458528,338,2.066650390625,3.0,1.0,4.9329833984375
3,2458528,660,3.0,4.1888427734375,1.0,2.8221435546875
4,2458586,11,1.54443359375,4.0,1.0,4.455322265625
5,2458586,281,1.7220458984375,4.944091796875,1.0,3.3330078125
6,2459586,200,0.65576171875,5.34423828125,1.0,4.0001220703125
7,2459586,1269,1.211181640625,4.0,1.0,4.7886962890625
8,2459587,306,2.000244140625,4.83349609375,1.0,3.1666259765625
9,2459587,1455,3.0,4.0,1.0,3.0111083984375
10,2459588,133,2.2113037109375,3.0,1.0,4.7999267578125
11,2459588,317,3.999755859375,4.39990234375,1.0,1.5999755859375
12,2459589,132,3.0,3.0,1.0,4.0001220703125
13,2459589,798,2.9998779296875,4.0,1.0,3.0
14,2459590,1090,2.9442138671875,4.0555419921875,1.0,3.0
15,2459590,1304,1.466552734375,4.7666015625,1.0,3.7664794921875
16,2459591,234,2.255615234375,4.0,1.0,3.7445068359375
17,2459591,1268,2.45556640625,3.57763671875,1.0,3.4222412109375
18,2459592,202,3.25537109375,3.033447265625,1.0,3.7109375
19,2459592,1435,3.7889404296875,4.0,1.0,2.2110595703125
20,2459593,499,2.0,4.9998779296875,1.0,3.0
21,2459593,610,1.766845703125,5.344482421875,1.0,2.888671875
22,2459594,383,2.9996337890625,3.0,1.0,3.999755859375
23,2459594,403,2.733642578125,5.0,0.9888916015625,2.0999755859375
24,2459595,234,2.155517578125,4.0,1.0,3.84423828125
25,2459595,306,1.7891845703125,4.2889404296875,1.0,3.5888671875
26,2459596,132,2.7666015625,3.0,1.0,4.2332763671875
27,2459596,383,3.0,3.81103515625,1.0,3.18896484375
28,2459597,1269,1.377685546875,3.9884033203125,1.0,4.52197265625
29,2459597,1455,2.9998779296875,4.0,1.0,3.0
30,2459598,317,3.0888671875,3.9111328125,1.0,3.0
31,2459598,1268,2.95556640625,3.04443359375,1.0,4.0
32,2459599,133,2.66650390625,4.0,1.0,3.3328857421875
33,2459599,499,2.01123046875,5.0,1.0,3.0
34,2459600,610,2.0,5.85546875,1.0,2.1444091796875
35,2459600,1090,2.999755859375,3.9998779296875,1.0,3.0
36,2459601,200,1.3443603515625,4.888671875,1.0,3.7666015625
37,2459601,403,2.899658203125,5.0999755859375,1.0,2.0
38,2459602,798,2.999755859375,4.0,1.0,2.9998779296875
39,2459602,1435,3.733154296875,4.0,1.0,2.2666015625
40,2459603,202,3.5556640625,2.7332763671875,1.0,3.7109375
41,2459603,1304,2.288818359375,5.0,1.0,2.7109375
42,2459604,133,2.288818359375,3.5888671875,1.0,4.1220703125
43,2459604,1304,1.899658203125,5.0,1.0,2.8446044921875
44,2459605,403,2.9998779296875,4.999755859375,1.0,2.0001220703125
45,2459605,1090,2.7001953125,4.300048828125,1.0,3.000244140625
46,2459606,306,3.22216796875,4.0,1.0,2.77783203125
47,2459606,798,3.0,4.0,0.9111328125,2.9998779296875
48,2459607,200,2.0,5.0,1.0,2.999755859375
49,2459607,234,2.72216796875,3.999755859375,1.0,3.27783203125
50,2459608,1435,3.9996337890625,4.0,1.0,2.0
51,2459608,1455,3.000244140625,4.0,1.0,3.0
52,2459609,499,2.0,5.066650390625,1.0,2.93310546875
53,2459609,1269,1.7109375,3.999755859375,1.0,4.28857421875
54,2459610,132,3.0,2.77783203125,1.0,4.22216796875
55,2459610,317,2.666259765625,4.166748046875,1.0,2.77783203125
56,2459611,202,3.2333984375,2.7666015625,1.0,4.0
57,2459611,1268,2.999755859375,3.0333251953125,1.0,3.96630859375
58,2459612,383,2.999755859375,4.0,1.0,3.0
59,2459612,610,2.0,5.77783203125,1.0,2.22216796875
60,2459613,403,2.6220703125,4.98876953125,1.0,1.9998779296875
61,2459613,1435,3.8333740234375,3.7666015625,1.0,2.177734375
62,2459614,133,2.34423828125,2.5,1.0,5.15576171875
63,2459614,1268,3.0333251953125,3.06640625,1.0,3.89990234375
64,2459615,1090,2.7110595703125,4.28857421875,1.0,3.0
65,2459615,1455,3.19970703125,4.2998046875,1.0,2.5
66,2459616,798,3.0,4.000244140625,1.0,3.0
67,2459616,1304,2.0,5.000244140625,1.0,3.0
68,2459617,200,2.7666015625,4.86669921875,1.0,2.36669921875
69,2459617,306,2.944091796875,3.8778076171875,1.0,3.177734375
70,2459618,383,3.0001220703125,3.9998779296875,1.0,3.0001220703125
71,2459618,499,1.999755859375,4.999755859375,1.0,3.0
72,2459619,132,3.1444091796875,3.0,1.0,3.85546875
73,2459619,1269,1.72216796875,4.77783203125,1.0,3.5
74,2459620,202,3.010986328125,3.0,1.0,4.0
75,2459620,610,2.199951171875,4.9998779296875,1.0,2.7996826171875
76,2459621,234,1.999755859375,4.0111083984375,1.0,4.0
77,2459621,317,2.7667236328125,4.0,1.0,3.2332763671875
78,2459622,610,2.31103515625,4.677734375,1.0,3.0113525390625
79,2459622,1304,2.177734375,5.0,1.0,2.822265625
80,2459623,317,2.0,4.0,1.0,4.0001220703125
81,2459623,1435,3.788818359375,4.1219482421875,1.0,2.0887451171875
82,2459624,306,2.0,4.111083984375,1.0,3.89990234375
83,2459624,1090,2.7109375,4.2886962890625,1.0,3.0
84,2459625,234,2.500244140625,3.5,1.0,4.0
85,2459625,403,2.7890625,5.2108154296875,1.0,1.999755859375
86,2459626,383,3.044189453125,3.95556640625,1.0,3.0
87,2459626,1269,1.83349609375,4.9998779296875,1.0,3.1663818359375
88,2459627,200,2.9998779296875,4.833251953125,1.0,2.1666259765625
89,2459627,1268,3.0111083984375,4.0888671875,1.0,2.9111328125
90,2459628,133,3.033203125,3.0,1.0,3.9666748046875
91,2459628,202,3.0,2.68896484375,1.0,4.0
92,2459629,499,2.211181640625,5.0,1.0,2.788818359375
93,2459629,798,2.9998779296875,4.0001220703125,1.0,3.0
94,2459630,132,3.10009765625,3.0111083984375,1.0,3.9000244140625
95,2459630,1455,3.0111083984375,4.0,1.0,2.98876953125
96,2459631,132,2.810791015625,3.0,1.0,4.1888427734375
97,2459631,403,2.9996337890625,4.999755859375,1.0,2.0
98,2459632,798,2.9886474609375,4.1888427734375,1.0,2.7998046875
99,2459632,1455,2.999755859375,4.0,1.0,3.0
100,2459633,1268,3.0,4.1666259765625,1.0,2.833251953125
101,2459633,1435,2.8223876953125,4.300048828125,1.0,2.8779296875
102,2459634,306,1.9886474609375,4.0111083984375,1.0,4.0
103,2459634,499,2.4998779296875,5.0,1.0,2.5
104,2459635,317,1.999755859375,3.9998779296875,1.0,3.999755859375
105,2459635,1304,2.0,4.5,1.0,3.499755859375
106,2459636,1090,2.2332763671875,4.0108642578125,1.0,3.7666015625
107,2459636,1269,1.4111328125,4.9111328125,1.0,3.677734375
108,2459637,234,2.1334228515625,3.86669921875,1.0,4.0001220703125
109,2459637,610,2.677490234375,4.2110595703125,1.0,3.111328125
110,2459638,133,2.500244140625,2.95556640625,1.0,4.0
111,2459638,383,2.7335205078125,4.0,1.0,3.2666015625
112,2459639,200,2.000244140625,5.0,1.0,3.0
113,2459639,202,3.733154296875,2.0555419921875,1.0,4.2109375
114,2459640,499,4.0,4.9110107421875,1.0,1.0888671875
115,2459640,1455,3.300048828125,4.7001953125,1.0,2.000244140625
116,2459641,1269,0.7666015625,4.84423828125,1.0,4.3887939453125
117,2459641,1304,1.9111328125,4.8885498046875,1.0,3.0888671875
118,2459642,234,2.01123046875,4.0,1.0,4.0
119,2459642,1435,3.7001953125,4.1666259765625,1.0,2.133544921875
120,2459643,132,2.9998779296875,3.0555419921875,1.0,3.9443359375
121,2459643,610,2.9998779296875,5.0,1.0,2.0
122,2459644,1090,2.0001220703125,4.0,1.0,4.0
123,2459644,1268,2.22216796875,4.77783203125,1.0,2.999755859375
124,2459645,133,3.0,3.0,1.0,4.0
125,2459645,798,2.999755859375,4.0,1.0,3.0001220703125
126,2459646,202,2.9996337890625,3.322265625,1.0,3.677734375
127,2459646,403,3.0,5.0,1.0,1.999755859375
128,2459647,200,3.5,4.0,1.0,2.48876953125
129,2459647,317,2.0555419921875,3.9998779296875,1.0,3.9443359375
130,2459648,306,1.9998779296875,3.966796875,1.0,3.39990234375
131,2459648,383,2.81103515625,3.9442138671875,1.0,2.9998779296875
132,2459649,499,3.999755859375,4.9442138671875,1.0,1.066650390625
133,2459649,1268,2.9111328125,4.0999755859375,1.0,2.98876953125
134,2459650,132,2.322265625,3.0,1.0,3.999755859375
135,2459650,1304,1.999755859375,4.0,1.0,4.0
136,2459651,133,2.922119140625,3.0,1.0,4.0775146484375
137,2459651,1455,2.833251953125,3.66650390625,1.0,3.5
138,2459652,306,2.0111083984375,3.98876953125,1.0,4.0
139,2459652,403,3.000244140625,4.95556640625,1.0,2.044189453125
140,2459653,200,4.0001220703125,5.0,1.0,1.0
141,2459653,1435,2.1112060546875,4.0111083984375,1.0,3.888671875
142,2459654,383,2.7333984375,3.66650390625,1.0,3.2666015625
143,2459654,798,3.06640625,4.0,1.0,2.9332275390625
144,2459655,317,2.000244140625,4.0,1.0,4.0
145,2459655,1090,2.244140625,5.0,1.0,2.75537109375
146,2459656,202,2.16650390625,3.955322265625,1.0,3.5
147,2459656,234,1.8555908203125,4.0,1.0,4.14453125
148,2459657,610,2.7332763671875,4.0,1.0,3.2666015625
149,2459657,1269,1.7333984375,4.9775390625,1.0,3.288818359375
150,2459658,403,2.999755859375,4.92236328125,1.0,2.0777587890625
151,2459658,499,3.3223876953125,4.677734375,1.0,2.0
152,2459659,383,3.0001220703125,4.0,1.0,3.0001220703125
153,2459659,1090,2.000244140625,5.0,1.0,3.0
154,2459660,234,1.85546875,3.999755859375,1.0,4.1444091796875
155,2459660,1304,2.066650390625,4.0111083984375,1.0,3.93310546875
156,2459661,132,2.1220703125,3.0,1.0,4.8779296875
157,2459661,1268,2.0333251953125,2.0999755859375,1.0,4.966796875
158,2459662,317,2.5,4.0,1.0,3.499755859375
159,2459662,610,2.99951171875,4.0,1.0,2.999755859375
160,2459663,133,3.144287109375,3.36669921875,1.0,3.4886474609375
161,2459663,306,2.0,4.2222900390625,1.0,3.77783203125
162,2459664,200,3.0,5.0111083984375,0.999755859375,2.0
163,2459664,1455,2.999755859375,3.0111083984375,1.0,3.988525390625
164,2459665,1269,2.155517578125,4.77783203125,1.0,3.06640625
165,2459665,1435,2.066650390625,4.63330078125,1.0,3.2998046875
166,2459666,202,3.3001708984375,2.7001953125,1.0,4.0
167,2459666,798,1.93310546875,4.0,1.0,4.06640625
168,2459667,1268,2.81103515625,3.0111083984375,1.0,4.1776123046875
169,2459667,1455,0.31103515625,4.0,1.0,5.68896484375
170,2459668,132,3.0,3.5001220703125,1.0,3.4998779296875
171,2459668,499,3.2666015625,4.7333984375,1.0,2.0
172,2459669,403,2.9776611328125,5.0,1.0,2.022216796875
173,2459669,1304,2.2332763671875,4.0,1.0,3.7666015625
174,2459670,610,2.9329833984375,4.0,1.0,3.0665283203125
175,2459670,1435,2.2110595703125,4.0,1.0,3.7890625
176,2459671,133,3.2109375,3.0,1.0,3.788818359375
177,2459671,234,1.7332763671875,4.0,1.0,4.2666015625
178,2459672,200,2.6220703125,4.977783203125,1.0,1.64453125
179,2459672,383,3.0,3.9998779296875,1.0,3.000244140625
180,2459673,202,3.0,3.0,1.0,4.0
181,2459673,1090,2.3330078125,5.0,1.0,2.66650390625
182,2459674,306,2.0111083984375,4.35546875,1.0,3.63330078125
183,2459674,1269,2.1666259765625,4.7891845703125,1.0,3.0445556640625
184,2459675,317,2.1444091796875,3.85546875,1.0,4.0001220703125
185,2459675,798,1.9111328125,4.0,1.0,4.0888671875
186,2459676,1304,1.56689453125,3.933349609375,1.0,4.4998779296875
187,2459676,1435,2.1668701171875,4.0,1.0,3.0667724609375
188,2459677,610,2.9998779296875,4.0,1.0,3.000244140625
189,2459677,1455,3.22216796875,3.27783203125,1.0,3.1888427734375
190,2459678,234,1.0552978515625,4.0111083984375,1.0,4.9443359375
191,2459678,1269,2.2666015625,4.7333984375,1.0,2.9998779296875
192,2459679,306,2.0999755859375,4.0555419921875,1.0,3.84423828125
193,2459679,317,2.0555419921875,4.0,1.0,3.9442138671875
194,2459680,383,2.9776611328125,4.022216796875,1.0,2.322265625
195,2459680,1268,1.977783203125,4.0,1.0,4.02197265625
196,2459681,200,3.92236328125,5.0001220703125,1.0,1.0777587890625
197,2459681,499,3.35546875,4.9779052734375,1.0,1.5
198,2459682,133,2.9998779296875,4.0111083984375,1.0,3.0001220703125
199,2459682,403,3.0550537109375,4.8779296875,1.0,2.066650390625
200,2459683,798,2.1888427734375,3.93310546875,1.0,3.8778076171875
201,2459683,1090,2.911376953125,4.344482421875,1.0,2.74462890625
202,2459684,132,2.1888427734375,3.966796875,1.0,3.8443603515625
203,2459684,202,2.9996337890625,3.0,1.0,4.0
204,2459685,200,3.64453125,5.0,1.0,1.35546875
205,2459685,798,2.155517578125,3.95556640625,1.0,3.888427734375
206,2459686,403,3.1221923828125,5.0,1.0,1.877685546875
207,2459686,1268,1.999755859375,4.0111083984375,1.0,4.000244140625
208,2459687,306,3.0,3.999755859375,1.0,3.0
209,2459687,1435,2.9998779296875,5.0001220703125,1.0,2.0
210,2459688,132,2.9998779296875,3.5888671875,1.0,3.4111328125
211,2459688,1090,2.7333984375,4.4776611328125,1.0,2.7890625
212,2459689,133,2.844482421875,4.0001220703125,1.0,3.15576171875
213,2459689,610,2.7003173828125,4.0,1.0,3.3001708984375
214,2459690,317,2.166748046875,4.0,1.0,3.83349609375
215,2459690,1455,2.3331298828125,3.288818359375,1.0,3.66650390625
216,2459691,202,3.1444091796875,2.966796875,1.0,3.888671875
217,2459691,1269,1.86669921875,4.022216796875,1.0,3.9884033203125
218,2459692,234,1.83349609375,4.000244140625,1.0,4.1666259765625
219,2459692,499,2.677490234375,5.0,1.0,2.322265625
220,2459693,383,3.0,4.0,1.0,3.0
221,2459693,1304,1.9998779296875,4.0,1.0,4.0
222,2459694,132,2.45556640625,3.0,1.0,4.45556640625
223,2459694,1435,3.0001220703125,4.1666259765625,1.0,2.83349609375
224,2459695,499,2.5999755859375,5.0,1.0,2.39990234375
225,2459695,1090,3.22216796875,4.5,1.0,2.27783203125
226,2459696,234,1.4998779296875,3.9111328125,1.0,4.5888671875
227,2459696,1455,2.055419921875,3.7998046875,1.0,3.9447021484375
228,2459697,403,3.0,5.0,1.0,1.999755859375
229,2459697,798,1.85546875,4.0,1.0,4.1444091796875
230,2459698,306,2.388916015625,4.144287109375,1.0,2.9443359375
231,2459698,610,3.388916015625,4.0,1.0,2.611083984375
232,2459699,202,3.3443603515625,2.999755859375,1.0,3.6552734375
233,2459699,383,3.0001220703125,3.999755859375,1.0,2.999755859375
234,2459700,317,1.9998779296875,4.0,1.0,4.0001220703125
235,2459700,1269,1.3221435546875,4.0,1.0,4.6776123046875
236,2459701,1268,2.0,4.0,1.0,4.0
237,2459701,1304,2.0555419921875,4.000244140625,1.0,3.9443359375
238,2459702,133,2.9443359375,3.0,1.0,4.0556640625
239,2459702,200,3.333251953125,5.000244140625,1.0,1.66650390625
240,2459703,403,2.955810546875,4.999755859375,1.0,2.04443359375
241,2459703,1455,1.499755859375,3.0,1.0,5.5
242,2459704,306,2.31103515625,4.8109130859375,1.0,2.877685546875
243,2459704,1304,2.0001220703125,4.5,1.0,3.499755859375
244,2459705,132,3.0,3.833740234375,1.0,3.1666259765625
245,2459705,200,3.9111328125,4.677734375,1.0,1.4111328125
246,2459706,499,3.75537109375,4.0,1.0,2.244384765625
247,2459706,1435,2.999755859375,4.0888671875,1.0,2.910888671875
248,2459707,133,2.322265625,3.33349609375,1.0,4.3443603515625
249,2459707,1090,2.966796875,4.0333251953125,1.0,3.0
250,2459708,610,2.910888671875,4.0001220703125,1.0,3.0888671875
251,2459708,1268,2.1444091796875,4.0,1.0,3.8665771484375
252,2459709,798,2.0999755859375,4.0,1.0,3.9000244140625
253,2459709,1269,1.0,3.85546875,1.0,5.1444091796875
254,2459710,202,2.89990234375,3.0333251953125,1.0,3.966796875
255,2459710,317,2.22216796875,3.77783203125,1.0,3.999755859375
256,2459711,234,2.02197265625,4.7109375,1.0,3.2666015625
257,2459711,383,2.9998779296875,4.0111083984375,1.0,3.0
258,2459712,1090,3.000244140625,4.1221923828125,1.0,2.8779296875
259,2459712,1435,3.0,4.0,1.0,3.0
260,2459713,234,1.244384765625,3.822265625,1.0,4.93310546875
261,2459713,798,1.422119140625,3.999755859375,1.0,4.57763671875
262,2459714,132,1.9998779296875,4.0111083984375,1.0,4.0
263,2459714,133,3.0999755859375,3.89990234375,1.0,2.9998779296875
264,2459715,383,3.0001220703125,3.999755859375,1.0,2.999755859375
265,2459715,1455,1.966796875,3.4556884765625,1.0,4.322265625
266,2459716,403,2.9998779296875,5.0,1.0,2.000244140625
267,2459716,610,2.7216796875,4.27783203125,1.0,3.0
268,2459717,1268,2.66650390625,3.6666259765625,1.0,3.66650390625
269,2459717,1269,2.0,4.0001220703125,1.0,4.010986328125
270,2459718,200,3.3447265625,5.0,1.0,1.655517578125
271,2459718,1304,1.5,5.0,1.0,3.5
272,2459719,202,3.1220703125,4.0333251953125,1.0,2.84423828125
273,2459719,306,3.0,4.1666259765625,1.0,2.83349609375
274,2459720,317,2.0111083984375,4.0,1.0,3.999755859375
275,2459720,499,3.1552734375,4.377685546875,1.0,2.010986328125
276,2459721,1304,2.0,4.0,1.0,4.0
277,2459721,1455,2.0001220703125,4.0,1.0,4.0
278,2459722,132,2.5,4.0,1.0,3.4998779296875
279,2459722,306,2.98876953125,4.0001220703125,1.0,3.022216796875
280,2459723,798,2.0111083984375,4.0,1.0,3.9996337890625
281,2459723,1268,2.244384765625,4.1221923828125,1.0,3.63330078125
282,2459724,234,1.3443603515625,4.0,1.0,4.6552734375
283,2459724,1090,3.2332763671875,4.822265625,1.0,1.9443359375
284,2459725,133,2.66650390625,4.0,1.000244140625,3.333251953125
285,2459725,1435,3.288818359375,4.000244140625,1.0,2.7109375
286,2459726,200,3.83349609375,5.0,1.0,1.166748046875
287,2459726,610,2.7105712890625,4.0,1.0,3.288818359375
288,2459727,317,1.7440185546875,4.0,1.0,4.255615234375
289,2459727,383,3.0108642578125,4.0,1.0,3.0
290,2459728,202,3.0,3.0,1.0,4.0
291,2459728,499,3.6776123046875,4.0,1.0,2.3333740234375
292,2459729,403,3.0,5.0,1.0,1.999755859375
293,2459729,1269,1.48876953125,4.0111083984375,1.0,4.5
294,2459730,306,2.81103515625,4.0,1.0,3.1888427734375
295,2459730,1268,2.2110595703125,5.0111083984375,1.0,2.7890625
296,2459731,133,2.0,3.89990234375,1.0,4.0999755859375
297,2459731,1269,2.0111083984375,4.0,1.0,3.9998779296875
298,2459732,202,3.0,3.51123046875,1.0,3.48876953125
299,2459732,1455,2.0,4.0888671875,1.0,3.9111328125
300,2459733,383,2.9998779296875,3.999755859375,1.0,3.0
301,2459733,1435,2.22216796875,5.0,1.0,2.77783203125
302,2459734,200,3.54443359375,4.366943359375,1.0,2.0888671875
303,2459734,1090,3.399658203125,4.0001220703125,1.0,2.60009765625
