Lieu,Nom,Score,Description,Lien,lat,lon
Annecy,Splendid Hotel,8.7,"The property is facing the lake of Annecy and located in the centre of the old town of Annecy, a couple of paces of the shopping streets. ",https://www.booking.com/hotel/fr/splendid-hotel-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.90067845,6.12744749
Annecy,Séjours & Affaires Annecy Le Pont Neuf,7.0,The Séjours & Affaires Annecy Le Pont Neuf is located 3 km from Lake Annecy and 1 km from Annecy’s historic centre. ,https://www.booking.com/hotel/fr/sejours-affaires-annecy-le-pont-neuf.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.89719347,6.11080974
Annecy,Hôtel du Nord,8.3,"Hotel du Nord, is located in the centre of Annecy and offers 2-star accommodation a few minutes from the lake, shops, bars, restaurants and train station. It offers 24/7 reception and free WiFi. ",https://www.booking.com/hotel/fr/hoteldunordannecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.90205968,6.12464726
Annecy,Le Bel Abri,8.7,Le Bel Abri is a hotel set in a former family house. It is located a 1-minute walk from Annecy Lake and a 6-minute drive from the city centre of Annecy. A sun terrace and free WiFi are available. ,https://www.booking.com/hotel/fr/le-bel-abri-annecy-le-vieux.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.90542866,6.15925983
Annecy,Hôtel de Bonlieu,8.5,"Located 500 metres away from Lake Annecy, and a 12-minute walk from Annecy castle, Hôtel de Bonlieu offers accommodation with free WiFi and a 24-hour front desk. ",https://www.booking.com/hotel/fr/hoteldebonlieu.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.90349688,6.12847745
Annecy,Aparthotel Adagio Annecy Centre,8.2,"Offering a fitness centre, Aparthotel Adagio Annecy Centre features studios and apartments with free WiFi in central Annecy. ",https://www.booking.com/hotel/fr/adagio-city-aparthotel-annecy-centre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.90320198,6.12267315
Annecy,Hotel des Marquisats,8.2,"Just 200 metres from Lake Annecy, Hotel des Marquisats features spectacular views of the lake and the Alps. It is a 20-minute walk from the centre of Annecy and offers a continental breakfast. ",https://www.booking.com/hotel/fr/des-marquisats.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.88972625,6.13854915
Annecy,Allobroges Park Hôtel,8.7,"Set in Annecy City Centre, this 3-star hotel is located a 10-minute walk from Annecy Chateau. It has a 24-hour reception and offers free WiFi access. ",https://www.booking.com/hotel/fr/tiallobroges.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.90218661,6.12380505
Annecy,Icône Hôtel - Annecy,7.9,"Located in Annecy city centre, Icône Hôtel- Annecy offers a shared lounge, luggage storage and free WiFi. It is a 10-minunte walk from Lake Annecy and La Clusaz Ski Station is 33 km away. ",https://www.booking.com/hotel/fr/ica-ne.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=714766fc5b030268&srepoch=1634913530&from=searchresults&map=1&from_sr_card=2,45.89714929,6.12265885
Annecy,"""Un Lieu Unique"" le Gold et le Cocon",7.8,Managed by a private host,https://www.booking.com/hotel/fr/snow.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.90127237,6.12578306
Annecy,Hotel Bellevue,7.8,"Featuring a restaurant, Hotel Bellevue is located 3 km from Lake Annecy and Annecy's town centre. Free WiFi is available throughout. ",https://www.booking.com/hotel/fr/bellevue-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=0&hapos=25&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.91940436,6.12418592
Annecy,"""Un Lieu Unique"" Le Lodge et le Dolce",8.3,Managed by a private host,https://www.booking.com/hotel/fr/un-lieu-unique.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.89905638,6.12499326
Annecy,Lofts and Lakes Premium,8.9,"Set within 300 metres of Palais de l Ile and 1.9 km of Chateau d'Annecy in the centre of Annecy, Lofts and Lakes Premium offers accommodation with free WiFi and seating area. ",https://www.booking.com/hotel/fr/l-39-eau-vive-quot-lofts-and-lakes-quot.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.89912376,6.12449905
Annecy,LP Anne,8.1,Managed by a private host,https://www.booking.com/hotel/fr/lp-anne.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.90098238,6.11903339
Annecy,l'appart du 7,9.8,Managed by a private host,https://www.booking.com/hotel/fr/appart-du-7.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.9072222,6.1234202
Annecy,Le Cocon De Notre Dame,8.7,"Located in Annecy, 100 metres from Palais de l Ile and 1.6 km from Chateau d'Annecy, Le Cocon De Notre Dame provides accommodation with free WiFi, air conditioning, a casino and a terrace. ",https://www.booking.com/hotel/fr/le-cocon-de-notre-dame-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.9000261,6.1264401
Grenoble,le Perchoir du Lac,8.9,"Featuring garden views, le Perchoir du Lac provides accommodation with a terrace and a kettle, around 700 metres from Chateau d'Annecy. ",https://www.booking.com/hotel/fr/le-perchoir-du-lac.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.894964,6.129366
Grenoble,Lofts and Lakes,8.6,"Lofts and Lakes is a self-catering accommodation located in in the heart of Annecy, just a 5-minute walk from the famous Lake Annecy and 100 metres from Palais de l'Île. ",https://www.booking.com/hotel/fr/lofts-and-lakes-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.89797047,6.1276533
Grenoble,Magic Moments Appartement,9.3,"Located just 1 km from Annecy Lake, Magic Moments Appartement offers a large, furnished terrace with garden views. The train station is just a 10-minute walk away. ",https://www.booking.com/hotel/fr/magic-moments-appartement.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.90013154,6.11441195
Grenoble,Le janua - Accort,8.5,"Boasting city views, Le janua - Accort offers accommodation with a terrace and a kettle, around 2.3 km from Palais de l Ile. ",https://www.booking.com/hotel/fr/le-janua-accort.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.91130818,6.12096092
Grenoble,Suites du Lac,9.0,Managed by a private host,https://www.booking.com/hotel/fr/mandallaz-bay-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.8986697,6.1163164
Grenoble,La petite Venise,8.7,Managed by a private host,https://www.booking.com/hotel/fr/la-petite-venise-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.9014158,6.1239177
Grenoble,LP's house,6.8,Managed by a private host,https://www.booking.com/hotel/fr/lps-house.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.89996005,6.11639142
Grenoble,La Perle de la Vieille ville d'Annecy,9.6,"La Perle de la Vieille ville d'Annecy is located in the Old Town district of Annecy, a few steps from Palais de l Ile, 1.7 km from Chateau d'Annecy and 400 metres from Church of St. Francis. ",https://www.booking.com/hotel/fr/la-perle-de-la-vieille-ville-d-39-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.898516,6.12523
Grenoble,Le Kube Annecy centre Appartements de luxe,8.9,"Situated in Annecy, a 10-minute walk from the town centre and Lake Annecy, Le Kube Annecy centre Appartements de luxe features self-catering accommodation with free WiFi, Opening to a terrace with...",https://www.booking.com/hotel/fr/le-kube-annecy-centre-appartements-de-luxe-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.89591022,6.12320273
Grenoble,LE PALAZZO - Appartement plus parking privatif - V-RENT,8.7,Managed by a private host,https://www.booking.com/hotel/fr/le-palazzo.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.90468333,6.11239735
Grenoble,Secret Courtyard of Annecy,8.2,Managed by a private host,https://www.booking.com/hotel/fr/secret-courtyard-of-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.8981975,6.1268414
Grenoble,Le Balcon de la Vieille Ville Annecy,9.4,"Located in Annecy, Le Balcon de la Vieille Ville Annecy provides city views and free WiFi, a few steps from Chateau d'Annecy and 200 metres from Palais de l Ile. ",https://www.booking.com/hotel/fr/le-balcon-de-la-vieille-ville-annecy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.8983616,6.1246552
Grenoble,L'appartement d'Anna,9.3,Managed by a private host,https://www.booking.com/hotel/fr/l-39-appartement-d-39-anna.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.8980235,6.1258963
Grenoble,Les Z'hirondelles,7.6,"Les Z'hirondelles is just 1.7 km from the centre of Annecy, near the Old Town and the SNCF Train Station. Its furnished apartments are a 10-minute drive from Lake Annecy. ",https://www.booking.com/hotel/fr/les-z-hirondelles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.90462608,6.11382186
Grenoble,Le Boutik Hotel,8.6,"Boasting a garden, terrace and free WiFi, Le Boutik Hotel offers accommodation with a unique decor, set in Annecy. ",https://www.booking.com/hotel/fr/le-boutik.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.89771607,6.13013095
Grenoble,Hébé Hotel,8.9," New hotel - Opening May 2021. Hébé Hotel is located in the centre of Annecy, a 10-minute walk from the lake. ",https://www.booking.com/hotel/fr/alery.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.90041837,6.1203445
Grenoble,Les Quais d'Annecy,8.7,Managed by a private host,https://www.booking.com/hotel/fr/blue-lagoon-modern-room.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.90112139,6.11908833
Grenoble,Hôtel Catalpa,8.6,"Set just off the banks of Lake Annecy, this hotel offers free high speed WiFi throughout and is 1.5 km from the centre of town. You can relax on the public beach, 300 metres away. ",https://www.booking.com/hotel/fr/au-faisan-dora-c.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=d95266ff959a0297&srepoch=1634913535&from=searchresults&map=1&from_sr_card=2,45.90551449,6.14412814
Grenoble,Le Hüb hostel - Grenoble,7.6,"Situated in Grenoble, 300 m from WTC Grenoble, Le Hüb hostel - Grenoble features accommodation with a bar, private parking, a shared lounge and a garden. ",https://www.booking.com/hotel/fr/le-hub-hostel-grenoble.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=527167040d970436&srepoch=1634913545&from=searchresults&map=1&from_sr_card=2,45.192873,5.711917
