Lieu,Nom,Score,Description,Lien,lat,lon
Rouen,Hotel Dandy Rouen centre,7.8,"This hotel is located in the centre of Rouen, 100 metres from the Old Market Square and the Sainte-Jeanne d’Arc Church. Free Wi-Fi is provided in the rooms, which are decorated in a Louis XV style. ",https://www.booking.com/hotel/fr/dandy.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=863e66b5f14b02f3&srepoch=1634913388&from=searchresults&map=1&from_sr_card=2,49.44527729,1.0867627
Rouen,Hôtel Céline - Hôtel de la Gare,8.1,"This hotel is situated in a quiet street in the city centre of Rouen, a 5-minute walk from Rouen-Rive Droite Train Station. Free Wi-Fi is available in all of the rooms. ",https://www.booking.com/hotel/fr/hotel-celine.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=863e66b5f14b02f3&srepoch=1634913388&from=searchresults&map=1&from_sr_card=2,49.44903352,1.09021068
Rouen,Hôtel 1er Consul Rouen,7.9,"The Hôtel 1er Consul Rouen is located in the city centre of Rouen, the capital of Normandy, just in front of the city hall and 3 km from Kindarena Stadium. ",https://www.booking.com/hotel/fr/brit-versan.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=863e66b5f14b02f3&srepoch=1634913388&from=searchresults&map=1&from_sr_card=2,49.44358481,1.09777585
Rouen,Séjours & Affaires Rouen Normandie,7.4,"Séjours & Affaires Rouen Normandie is near the historic city centre, next to the Traway stop Voltaire. It offers furnished apartments with free Wi-Fi internet access. ",https://www.booking.com/hotel/fr/residhome-rouen-normandie.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=0&hapos=25&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.42179438,1.08928666
Rouen,Le Carrel Saint Marc,7.5,"Set within less than 1 km of Notre-Dame Cathedral of Rouen in the centre of Rouen, Le Carrel Saint Marc offers accommodation with free WiFi and seating area. ",https://www.booking.com/hotel/fr/le-carrel-saint-marc.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4375545,1.1005421
Rouen,Le secret de Léa,9.4,Managed by a private host,https://www.booking.com/hotel/fr/appartement-centre-historique-standing.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4464641,1.0957957
Rouen,Centre historique l'authentique Saint Nicolas ou le bourdon de la Cathédrale,9.5,Managed by a private host,https://www.booking.com/hotel/fr/saint-nicolas-ou-le-bourdon-de-la-cathedrale.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.44128755,1.0960871
Paris,La Savane du Donjon,9.4,Managed by a private host,https://www.booking.com/hotel/fr/la-jungle-du-donjon.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4464641,1.0957957
Paris,Appart'HomeCity - Rouen Vue Cathédrale,9.4,Managed by a private host,https://www.booking.com/hotel/fr/lacroix-370.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.43365941,1.09861642
Paris,Rouen Quartier St Maclou,7.1,"Situated in Rouen, Rouen Quartier St Maclou features free WiFi and city views, less than 1 km from Notre-Dame Cathedral of Rouen. ",https://www.booking.com/hotel/fr/rouen-quartier-st-maclou.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.44116738,1.09961213
Paris,Campanile Rouen Mermoz,8.2,"Situated in Rouen, 2.4 km from Rouen Kindarena Sports Hall, Campanile Rouen Mermoz features accommodation with a restaurant, private parking, a bar and a shared lounge. ",https://www.booking.com/hotel/fr/campanile-rouen-mermoz.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.43443341,1.07183611
Paris,ibis Rouen Centre Rive Gauche St Sever,7.8,"The ibis Rouen Centre Rive Gauche St Sever is in the St Sever district, 1 km from the Place Jeanne d'Arc and Rouen Cathedral. ",https://www.booking.com/hotel/fr/ibis-rouen-centre-rive-gauche-st-sever.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4317818,1.0824082
Paris,Ibis Styles Rouen Centre Cathédrale,7.5,"Featuring free WiFi and a terrace, Ibis Styles Rouen Centre Cathédrale offers pet-friendly accommodation in Rouen, 1.6 km from Rouen Train Station and 3 km from Rouen Kindarena Sports Hall. ",https://www.booking.com/hotel/fr/ibis-styles-rouen-centre-cathedrale.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.437454,1.096183
Paris,ibis Rouen Centre Champ de Mars,8.3,"Located just a 10-minute walk from the centre of Rouen, ibis Rouen Champ de Mars offers a sauna, hammam and 24-hour reception. Rouen Cathedral is only a 15-minute walk from the hotel. ",https://www.booking.com/hotel/fr/ibis-rouen-champ-de-mars.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.43572312,1.10273123
Paris,Hotel Morand,7.3,"Hotel Morand is a renovated 17th-century coaching inn that now works as a hotel and is located in the historic centre of Rouen, 400 metres from Saint-Paul SNCF Train Station. ",https://www.booking.com/hotel/fr/lemorand.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.44569975,1.094523
Paris,Hôtel De Paris,7.5,"Located in the centre of Rouen, this hotel is just 300 metres from the Notre Dame Cathedral, 200 metres from Rue du Gros Horloge and 4 km from Kindarena Stadium. ",https://www.booking.com/hotel/fr/hotel-de-paris-rouen.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.43872283,1.09135196
Paris,Maison individuelle dans ancienne ecurie,9.7,Managed by a private host,https://www.booking.com/hotel/fr/maison-individuelle-dans-ancienne-ecurie.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4502479,1.0864592
Paris,Kyriad Direct Rouen Centre Gare,7.1,"Located in the heart of Rouen, this hotel provides paid WiFi access. The hotel's terrace offers panoramic views of the Seine River, and the Rouen Cathedral is 1.2 km away. ",https://www.booking.com/hotel/fr/hotelleviking.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.43948371,1.08725488
Paris,Appartement Centre 2 chambres tout confort,8.9,Managed by a private host,https://www.booking.com/hotel/fr/appartement-centre-2-chambres-tout-confort.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4462748,1.0991111
Paris,L'escapade Rouennaise Jacuzzi-Spa,7.8,Managed by a private host,https://www.booking.com/hotel/fr/l-39-escapade-rouennaise.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4248327,1.0822233
Paris,Le manoir des anges,9.1,Managed by a private host,https://www.booking.com/hotel/fr/le-manoir-des-anges.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4286599,1.0847579
Paris,L'Echiquier de Normandie confort cosy et vue premium,9.1,Managed by a private host,https://www.booking.com/hotel/fr/l-39-echiquier-de-normandie.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.44227266,1.09133224
Paris,La Galerie des Glaces,8.4,Managed by a private host,https://www.booking.com/hotel/fr/la-galerie-des-glaces.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.44726094,1.09580807
Paris,Eco-appart Boulevard de l'Europe,8.7,Eco-appart Boulevard de l'Europe is situated in Rouen. It is set 2.3 km from Notre-Dame Cathedral of Rouen and offers free WiFi and free private parking. ,https://www.booking.com/hotel/fr/eco-appart-boulevard-de-l-europe.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.42396424,1.08114463
Paris,Fiquet de Normanville pour votre bien être en plein coeur historique,9.5,Managed by a private host,https://www.booking.com/hotel/fr/fiquet-de-normanville.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.44244414,1.09804968
Paris,"L'INDUSTRIEL CHIC, 2 PIECES AVEC VU IMPRENABLE SUR ROUEN",9.1,Managed by a private host,https://www.booking.com/hotel/fr/industriel-chic-2-pieces-avec-vu-imprenable-sur-rouen.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.45082605,1.07234388
Paris,Cosy'Appart - COEUR DE SEINE,8.9,"Located in the centre of Rouen, just 1.3 km from Notre-Dame Cathedral of Rouen, Cosy'Appart - COEUR DE SEINE provides city views and free WiFi. ",https://www.booking.com/hotel/fr/coeur-de-seine-rouen.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.444804,1.107645
Paris,La Tour de Jeanne : Hypercentre charme et design,8.8,Managed by a private host,https://www.booking.com/hotel/fr/la-tour-de-jeanne-hypercentre-charme-et-design.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.4439629,1.08896
Paris,La Loge d'Harcourt : Hypercentre chic et moderne,8.6,Managed by a private host,https://www.booking.com/hotel/fr/appartement-moderne-et-calme-en-hypercentre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=ce8466b8edac0139&srepoch=1634913393&from=searchresults&map=1&from_sr_card=2,49.44081037,1.08509756
Paris,Mercure Paris Centre Tour Eiffel,8.0,"This Paris hotel is located just a 2-minute walk from the Eiffel Tower, near Trocadéro and the River Seine. ",https://www.booking.com/hotel/fr/mercure-paris-suffren-tour-eiffel.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=723966bc7e470187&srepoch=1634913403&from=searchresults&map=1&from_sr_card=2,48.85520782,2.29221448
Paris,Hotel Petit Lafayette,8.8,"Hotel Petit Lafayette is in the heart of Paris between boulevard Montmartre and rue Lafayette, near Cadet Metro Station.  It offers modern accommodation. ",https://www.booking.com/hotel/fr/holiday-villa-lafayette-paris.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=723966bc7e470187&srepoch=1634913403&from=searchresults&map=1&from_sr_card=2,48.87606691,2.34567493
Paris,Novotel Paris Centre Gare Montparnasse,8.3,"The Novotel Paris Centre Gare Montparnasse is ideally located in the heart of Paris, within easy reach of many of the capital’s famous sights. ",https://www.booking.com/hotel/fr/novotel-paris-gare-montparnasse.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=723966bc7e470187&srepoch=1634913403&from=searchresults&map=1&from_sr_card=2,48.83861112,2.31500521
Paris,Novotel Paris Porte Versailles,8.6,Novotel Paris Porte Versailles features air-conditioned rooms with satellite flat-screen TV in the 15th arr. District of Paris. ,https://www.booking.com/hotel/fr/novotel-paris-pte-versailles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=723966bc7e470187&srepoch=1634913403&from=searchresults&map=1&from_sr_card=2,48.830077,2.292245
Paris,Le Pigalle Hotel,8.7,"Le Pigalle Hotel is located in the 9th district of Paris, just a 5-minute walk from the Moulin Rouge. Guests can relax in the on-site bar or enjoy a bite to eat in the restaurant. ",https://www.booking.com/hotel/fr/le-pigalle-paris2.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaBWIAQGYAQm4ARjIAQ_YAQHoAQH4AQuIAgGoAgS4ArKYy4sGwAIB0gIkZDZlMzFiODMtZjgzNS00ZDBhLThiZjktYTk4N2RkMmIyYjEx2AIG4AIB&sid=740fbe8e0d335d88d9522e5eade76c7d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=723966bc7e470187&srepoch=1634913403&from=searchresults&map=1&from_sr_card=2,48.88166743,2.33732789
