Places,latitude,longitude,jour,date,Tmin,Tmax,Humidity,Weather,clouds,WeatherCode,icone
Bormes les Mimosas,43.1506968,6.3419285000000025,2.0,2022-02-12 11:00:00,8.840000000000032,12.200000000000045,56.0,Rain (light rain),54.0,500.0,http://openweathermap.org/img/wn/10d.png
Cassis,43.2140359,5.5396318,2.0,2022-02-12 11:00:00,9.890000000000043,13.810000000000002,51.0,Rain (light rain),95.0,500.0,http://openweathermap.org/img/wn/10d.png
Marseille,43.2961743,5.3699525,2.0,2022-02-12 11:00:00,9.0,13.760000000000048,49.0,Rain (light rain),87.0,500.0,http://openweathermap.org/img/wn/10d.png
Aix en Provence,43.5298424,5.4474738,2.0,2022-02-12 11:00:00,6.080000000000041,13.670000000000016,40.0,Clouds (broken clouds),54.0,803.0,http://openweathermap.org/img/wn/04d.png
Avignon,43.9492493,4.8059012,2.0,2022-02-12 11:00:00,2.2100000000000364,12.53000000000003,48.0,Clouds (few clouds),22.0,801.0,http://openweathermap.org/img/wn/02d.png
Uzes,44.0121279,4.4196718,2.0,2022-02-12 11:00:00,1.3900000000000432,12.470000000000027,43.0,Clouds (broken clouds),72.0,803.0,http://openweathermap.org/img/wn/04d.png
Nimes,43.8374249,4.3600687,2.0,2022-02-12 11:00:00,2.900000000000034,12.850000000000023,43.0,Clouds (broken clouds),79.0,803.0,http://openweathermap.org/img/wn/04d.png
Aigues Mortes,43.5658225,4.1912837,2.0,2022-02-12 11:00:00,4.310000000000002,11.53000000000003,45.0,Clouds (overcast clouds),97.0,804.0,http://openweathermap.org/img/wn/04d.png
Saintes Maries de la mer,43.4522771,4.4287172,2.0,2022-02-12 11:00:00,5.350000000000023,11.610000000000014,51.0,Clouds (broken clouds),75.0,803.0,http://openweathermap.org/img/wn/04d.png
Collioure,42.52505,3.0831554,2.0,2022-02-12 12:00:00,5.580000000000041,10.57000000000005,47.0,Clouds (few clouds),13.0,801.0,http://openweathermap.org/img/wn/02d.png
Carcassonne,43.21303579999999,2.3491069,2.0,2022-02-12 12:00:00,1.740000000000009,10.490000000000009,36.0,Clouds (broken clouds),57.0,803.0,http://openweathermap.org/img/wn/04d.png
Ariege,42.9455368,1.4065544156065486,2.0,2022-02-12 12:00:00,-3.7299999999999613,4.720000000000027,53.0,Clouds (overcast clouds),100.0,804.0,http://openweathermap.org/img/wn/04d.png
Toulouse,43.6044622,1.4442469,2.0,2022-02-12 12:00:00,0.6000000000000227,9.879999999999995,44.0,Clouds (overcast clouds),100.0,804.0,http://openweathermap.org/img/wn/04d.png
Montauban,44.0175835,1.3549991,2.0,2022-02-12 12:00:00,0.5,9.160000000000025,41.0,Clouds (overcast clouds),100.0,804.0,http://openweathermap.org/img/wn/04d.png
Biarritz,43.47114375,-1.552726590666314,2.0,2022-02-12 12:00:00,4.990000000000009,12.620000000000005,65.0,Clouds (overcast clouds),94.0,804.0,http://openweathermap.org/img/wn/04d.png
Bayonne,43.49333789999999,-1.475099,2.0,2022-02-12 12:00:00,4.730000000000018,13.28000000000003,65.0,Clouds (overcast clouds),95.0,804.0,http://openweathermap.org/img/wn/04d.png
La Rochelle,46.1591126,-1.1520434,2.0,2022-02-12 12:00:00,2.8600000000000136,8.300000000000011,46.0,Clouds (broken clouds),67.0,803.0,http://openweathermap.org/img/wn/04d.png
Mont Saint Michel,48.6355232,-1.5102571000000002,3.0,2022-02-13 12:00:00,2.6100000000000136,9.730000000000018,92.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
St Malo,48.649518,-2.0260409,3.0,2022-02-13 12:00:00,4.180000000000007,10.439999999999998,90.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Bayeux,49.2764624,-0.7024738,3.0,2022-02-13 12:00:00,2.7800000000000296,9.310000000000002,89.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Le Havre,49.4938975,0.1079732,3.0,2022-02-13 12:00:00,3.990000000000009,8.939999999999998,84.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Rouen,49.4404591,1.0939658,3.0,2022-02-13 12:00:00,1.0200000000000387,8.260000000000048,77.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Paris,48.8566969,2.3514616000000004,3.0,2022-02-13 12:00:00,2.2900000000000205,10.510000000000048,64.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Amiens,49.8941708,2.2956951,3.0,2022-02-13 12:00:00,0.6000000000000227,7.3700000000000045,67.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Lille,50.6365654,3.0635282000000004,3.0,2022-02-13 12:00:00,1.9300000000000068,8.140000000000043,68.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Strasbourg,48.584614,7.750712700000001,3.0,2022-02-13 11:00:00,0.7100000000000364,8.860000000000014,59.0,Clouds (broken clouds),77.0,803.0,http://openweathermap.org/img/wn/04d.png
Chateau du Haut Koenigsbourg,48.249489800000006,7.34429620253195,3.0,2022-02-13 11:00:00,-1.7199999999999704,6.6200000000000045,58.0,Clouds (broken clouds),78.0,803.0,http://openweathermap.org/img/wn/04d.png
Colmar,48.07775170000001,7.3579641,3.0,2022-02-13 11:00:00,1.2600000000000477,9.490000000000009,58.0,Clouds (broken clouds),75.0,803.0,http://openweathermap.org/img/wn/04d.png
Eguisheim,48.0447968,7.3079618,3.0,2022-02-13 11:00:00,1.5,9.689999999999998,58.0,Clouds (broken clouds),77.0,803.0,http://openweathermap.org/img/wn/04d.png
Besancon,47.2380222,6.0243622000000006,3.0,2022-02-13 11:00:00,1.07000000000005,9.960000000000036,61.0,Clouds (scattered clouds),50.0,802.0,http://openweathermap.org/img/wn/03d.png
Dijon,47.3215806,5.0414701,3.0,2022-02-13 11:00:00,0.25,9.0,72.0,Clouds (overcast clouds),96.0,804.0,http://openweathermap.org/img/wn/04d.png
Annecy,45.8992348,6.1288847,3.0,2022-02-13 11:00:00,0.28000000000002956,8.950000000000045,46.0,Clouds (scattered clouds),32.0,802.0,http://openweathermap.org/img/wn/03d.png
Grenoble,45.1875602,5.7357819,3.0,2022-02-13 11:00:00,3.420000000000016,12.480000000000018,45.0,Clear (clear sky),10.0,800.0,http://openweathermap.org/img/wn/01d.png
Lyon,45.75781370000001,4.8320114,3.0,2022-02-13 11:00:00,3.9700000000000273,11.210000000000036,53.0,Clouds (scattered clouds),44.0,802.0,http://openweathermap.org/img/wn/03d.png
Gorges du Verdon,43.7497,6.32859,3.0,2022-02-13 11:00:00,0.09000000000003183,7.78000000000003,42.0,Clear (clear sky),10.0,800.0,http://openweathermap.org/img/wn/01d.png
Bormes les Mimosas,43.1506968,6.3419285000000025,3.0,2022-02-13 11:00:00,7.240000000000009,11.240000000000009,59.0,Clouds (scattered clouds),32.0,802.0,http://openweathermap.org/img/wn/03d.png
Cassis,43.2140359,5.5396318,3.0,2022-02-13 11:00:00,8.260000000000048,12.310000000000002,59.0,Rain (light rain),45.0,500.0,http://openweathermap.org/img/wn/10d.png
Marseille,43.2961743,5.3699525,3.0,2022-02-13 11:00:00,8.78000000000003,12.350000000000023,59.0,Rain (light rain),42.0,500.0,http://openweathermap.org/img/wn/10d.png
Aix en Provence,43.5298424,5.4474738,3.0,2022-02-13 11:00:00,5.0,12.25,44.0,Clouds (few clouds),15.0,801.0,http://openweathermap.org/img/wn/02d.png
Avignon,43.9492493,4.8059012,3.0,2022-02-13 11:00:00,5.740000000000009,12.680000000000007,45.0,Clouds (scattered clouds),25.0,802.0,http://openweathermap.org/img/wn/03d.png
Uzes,44.0121279,4.4196718,3.0,2022-02-13 11:00:00,4.090000000000032,11.640000000000043,53.0,Clouds (broken clouds),72.0,803.0,http://openweathermap.org/img/wn/04d.png
Nimes,43.8374249,4.3600687,3.0,2022-02-13 11:00:00,5.1200000000000045,12.189999999999998,56.0,Rain (light rain),84.0,500.0,http://openweathermap.org/img/wn/10d.png
Aigues Mortes,43.5658225,4.1912837,3.0,2022-02-13 11:00:00,9.04000000000002,11.590000000000032,70.0,Rain (light rain),93.0,500.0,http://openweathermap.org/img/wn/10d.png
Saintes Maries de la mer,43.4522771,4.4287172,3.0,2022-02-13 11:00:00,9.450000000000045,12.090000000000032,70.0,Rain (light rain),75.0,500.0,http://openweathermap.org/img/wn/10d.png
Collioure,42.52505,3.0831554,3.0,2022-02-13 12:00:00,8.939999999999998,14.28000000000003,67.0,Rain (light rain),38.0,500.0,http://openweathermap.org/img/wn/10d.png
Carcassonne,43.21303579999999,2.3491069,3.0,2022-02-13 12:00:00,6.82000000000005,12.510000000000048,63.0,Clouds (broken clouds),66.0,803.0,http://openweathermap.org/img/wn/04d.png
Ariege,42.9455368,1.4065544156065486,3.0,2022-02-13 12:00:00,-1.3599999999999568,7.740000000000009,46.0,Clouds (broken clouds),59.0,803.0,http://openweathermap.org/img/wn/04d.png
Toulouse,43.6044622,1.4442469,3.0,2022-02-13 12:00:00,4.5,12.620000000000005,61.0,Clouds (broken clouds),83.0,803.0,http://openweathermap.org/img/wn/04d.png
Montauban,44.0175835,1.3549991,3.0,2022-02-13 12:00:00,3.8100000000000023,12.75,65.0,Rain (light rain),93.0,500.0,http://openweathermap.org/img/wn/10d.png
Biarritz,43.47114375,-1.552726590666314,3.0,2022-02-13 12:00:00,7.360000000000014,13.800000000000011,59.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Bayonne,43.49333789999999,-1.475099,3.0,2022-02-13 12:00:00,7.07000000000005,14.410000000000025,57.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
La Rochelle,46.1591126,-1.1520434,3.0,2022-02-13 12:00:00,4.980000000000018,10.620000000000005,73.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Mont Saint Michel,48.6355232,-1.5102571000000002,4.0,2022-02-14 12:00:00,5.3700000000000045,8.850000000000023,74.0,Rain (light rain),38.0,500.0,http://openweathermap.org/img/wn/10d.png
St Malo,48.649518,-2.0260409,4.0,2022-02-14 12:00:00,6.350000000000023,9.100000000000023,73.0,Rain (light rain),45.0,500.0,http://openweathermap.org/img/wn/10d.png
Bayeux,49.2764624,-0.7024738,4.0,2022-02-14 12:00:00,3.5600000000000023,8.450000000000045,74.0,Rain (light rain),47.0,500.0,http://openweathermap.org/img/wn/10d.png
Le Havre,49.4938975,0.1079732,4.0,2022-02-14 12:00:00,6.360000000000014,8.660000000000025,73.0,Rain (light rain),80.0,500.0,http://openweathermap.org/img/wn/10d.png
Rouen,49.4404591,1.0939658,4.0,2022-02-14 12:00:00,3.8700000000000045,8.79000000000002,74.0,Rain (light rain),86.0,500.0,http://openweathermap.org/img/wn/10d.png
Paris,48.8566969,2.3514616000000004,4.0,2022-02-14 12:00:00,5.57000000000005,9.420000000000016,64.0,Rain (light rain),49.0,500.0,http://openweathermap.org/img/wn/10d.png
Amiens,49.8941708,2.2956951,4.0,2022-02-14 12:00:00,4.53000000000003,8.129999999999995,80.0,Rain (light rain),91.0,500.0,http://openweathermap.org/img/wn/10d.png
Lille,50.6365654,3.0635282000000004,4.0,2022-02-14 12:00:00,4.920000000000016,8.689999999999998,69.0,Rain (light rain),96.0,500.0,http://openweathermap.org/img/wn/10d.png
Strasbourg,48.584614,7.750712700000001,4.0,2022-02-14 11:00:00,5.1299999999999955,7.050000000000011,84.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Chateau du Haut Koenigsbourg,48.249489800000006,7.34429620253195,4.0,2022-02-14 11:00:00,2.330000000000041,3.8600000000000136,92.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Colmar,48.07775170000001,7.3579641,4.0,2022-02-14 11:00:00,5.010000000000048,6.310000000000002,93.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Eguisheim,48.0447968,7.3079618,4.0,2022-02-14 11:00:00,5.110000000000014,6.300000000000011,94.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Besancon,47.2380222,6.0243622000000006,4.0,2022-02-14 11:00:00,4.860000000000014,7.230000000000018,89.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Dijon,47.3215806,5.0414701,4.0,2022-02-14 11:00:00,4.770000000000039,8.620000000000005,72.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Annecy,45.8992348,6.1288847,4.0,2022-02-14 11:00:00,2.2700000000000387,4.080000000000041,100.0,Snow (rain and snow),100.0,616.0,http://openweathermap.org/img/wn/13d.png
Grenoble,45.1875602,5.7357819,4.0,2022-02-14 11:00:00,4.1299999999999955,7.170000000000016,100.0,Snow (rain and snow),100.0,616.0,http://openweathermap.org/img/wn/13d.png
Lyon,45.75781370000001,4.8320114,4.0,2022-02-14 11:00:00,5.010000000000048,9.010000000000048,92.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Gorges du Verdon,43.7497,6.32859,4.0,2022-02-14 11:00:00,1.330000000000041,3.420000000000016,94.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Bormes les Mimosas,43.1506968,6.3419285000000025,4.0,2022-02-14 11:00:00,9.07000000000005,10.75,89.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Cassis,43.2140359,5.5396318,4.0,2022-02-14 11:00:00,10.120000000000005,11.840000000000032,96.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Marseille,43.2961743,5.3699525,4.0,2022-02-14 11:00:00,9.740000000000009,11.78000000000003,94.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Aix en Provence,43.5298424,5.4474738,4.0,2022-02-14 11:00:00,7.420000000000016,8.54000000000002,96.0,Rain (heavy intensity rain),100.0,502.0,http://openweathermap.org/img/wn/10d.png
Avignon,43.9492493,4.8059012,4.0,2022-02-14 11:00:00,6.660000000000025,11.710000000000036,74.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Uzes,44.0121279,4.4196718,4.0,2022-02-14 11:00:00,6.220000000000027,9.04000000000002,94.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Nimes,43.8374249,4.3600687,4.0,2022-02-14 11:00:00,7.350000000000023,10.629999999999995,90.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Aigues Mortes,43.5658225,4.1912837,4.0,2022-02-14 11:00:00,9.260000000000048,12.670000000000016,66.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Saintes Maries de la mer,43.4522771,4.4287172,4.0,2022-02-14 11:00:00,8.82000000000005,12.439999999999998,89.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Collioure,42.52505,3.0831554,4.0,2022-02-14 12:00:00,9.420000000000016,12.170000000000016,67.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Carcassonne,43.21303579999999,2.3491069,4.0,2022-02-14 12:00:00,7.900000000000034,10.170000000000016,79.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Ariege,42.9455368,1.4065544156065486,4.0,2022-02-14 12:00:00,-0.060000000000002274,2.9700000000000273,96.0,Snow (rain and snow),100.0,616.0,http://openweathermap.org/img/wn/13d.png
Toulouse,43.6044622,1.4442469,4.0,2022-02-14 12:00:00,6.520000000000039,10.870000000000005,67.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Montauban,44.0175835,1.3549991,4.0,2022-02-14 12:00:00,6.470000000000027,11.700000000000045,67.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Biarritz,43.47114375,-1.552726590666314,4.0,2022-02-14 12:00:00,8.600000000000023,10.220000000000027,83.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Bayonne,43.49333789999999,-1.475099,4.0,2022-02-14 12:00:00,8.450000000000045,10.57000000000005,83.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
La Rochelle,46.1591126,-1.1520434,4.0,2022-02-14 12:00:00,7.480000000000018,10.07000000000005,73.0,Rain (light rain),11.0,500.0,http://openweathermap.org/img/wn/10d.png
Mont Saint Michel,48.6355232,-1.5102571000000002,5.0,2022-02-15 12:00:00,4.7000000000000455,10.670000000000016,78.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
St Malo,48.649518,-2.0260409,5.0,2022-02-15 12:00:00,6.03000000000003,10.890000000000043,78.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Bayeux,49.2764624,-0.7024738,5.0,2022-02-15 12:00:00,3.390000000000043,10.350000000000023,79.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Le Havre,49.4938975,0.1079732,5.0,2022-02-15 12:00:00,6.82000000000005,10.150000000000034,81.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Rouen,49.4404591,1.0939658,5.0,2022-02-15 12:00:00,3.0300000000000296,10.210000000000036,79.0,Rain (light rain),99.0,500.0,http://openweathermap.org/img/wn/10d.png
Paris,48.8566969,2.3514616000000004,5.0,2022-02-15 12:00:00,3.7700000000000387,10.270000000000039,66.0,Rain (light rain),89.0,500.0,http://openweathermap.org/img/wn/10d.png
Amiens,49.8941708,2.2956951,5.0,2022-02-15 12:00:00,3.390000000000043,9.32000000000005,90.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Lille,50.6365654,3.0635282000000004,5.0,2022-02-15 12:00:00,3.5100000000000477,9.189999999999998,82.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Strasbourg,48.584614,7.750712700000001,5.0,2022-02-15 11:00:00,2.990000000000009,8.990000000000009,52.0,Rain (light rain),30.0,500.0,http://openweathermap.org/img/wn/10d.png
Chateau du Haut Koenigsbourg,48.249489800000006,7.34429620253195,5.0,2022-02-15 11:00:00,0.4500000000000455,5.050000000000011,56.0,Rain (light rain),56.0,500.0,http://openweathermap.org/img/wn/10d.png
Colmar,48.07775170000001,7.3579641,5.0,2022-02-15 11:00:00,3.490000000000009,8.180000000000007,56.0,Rain (light rain),33.0,500.0,http://openweathermap.org/img/wn/10d.png
Eguisheim,48.0447968,7.3079618,5.0,2022-02-15 11:00:00,3.5,8.180000000000007,56.0,Rain (light rain),34.0,500.0,http://openweathermap.org/img/wn/10d.png
Besancon,47.2380222,6.0243622000000006,5.0,2022-02-15 11:00:00,2.590000000000032,5.060000000000002,82.0,Rain (light rain),86.0,500.0,http://openweathermap.org/img/wn/10d.png
Dijon,47.3215806,5.0414701,5.0,2022-02-15 11:00:00,1.5600000000000023,8.510000000000048,63.0,Clouds (few clouds),18.0,801.0,http://openweathermap.org/img/wn/02d.png
Annecy,45.8992348,6.1288847,5.0,2022-02-15 11:00:00,1.9300000000000068,5.260000000000048,85.0,Snow (rain and snow),89.0,616.0,http://openweathermap.org/img/wn/13d.png
Grenoble,45.1875602,5.7357819,5.0,2022-02-15 11:00:00,-1.0,5.720000000000027,98.0,Snow (rain and snow),100.0,616.0,http://openweathermap.org/img/wn/13d.png
Lyon,45.75781370000001,4.8320114,5.0,2022-02-15 11:00:00,4.020000000000039,8.629999999999995,59.0,Clouds (scattered clouds),26.0,802.0,http://openweathermap.org/img/wn/03d.png
Gorges du Verdon,43.7497,6.32859,5.0,2022-02-15 11:00:00,-2.3700000000000045,6.430000000000007,62.0,Clear (clear sky),6.0,800.0,http://openweathermap.org/img/wn/01d.png
Bormes les Mimosas,43.1506968,6.3419285000000025,5.0,2022-02-15 11:00:00,8.300000000000011,9.82000000000005,89.0,Rain (moderate rain),100.0,501.0,http://openweathermap.org/img/wn/10d.png
Cassis,43.2140359,5.5396318,5.0,2022-02-15 11:00:00,8.960000000000036,11.28000000000003,67.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Marseille,43.2961743,5.3699525,5.0,2022-02-15 11:00:00,8.650000000000034,11.740000000000009,61.0,Rain (light rain),96.0,500.0,http://openweathermap.org/img/wn/10d.png
Aix en Provence,43.5298424,5.4474738,5.0,2022-02-15 11:00:00,6.1299999999999955,11.310000000000002,57.0,Rain (light rain),87.0,500.0,http://openweathermap.org/img/wn/10d.png
Avignon,43.9492493,4.8059012,5.0,2022-02-15 11:00:00,5.2900000000000205,11.57000000000005,45.0,Clear (clear sky),9.0,800.0,http://openweathermap.org/img/wn/01d.png
Uzes,44.0121279,4.4196718,5.0,2022-02-15 11:00:00,5.260000000000048,10.890000000000043,43.0,Clouds (few clouds),21.0,801.0,http://openweathermap.org/img/wn/02d.png
Nimes,43.8374249,4.3600687,5.0,2022-02-15 11:00:00,6.3799999999999955,11.960000000000036,39.0,Clouds (scattered clouds),33.0,802.0,http://openweathermap.org/img/wn/03d.png
Aigues Mortes,43.5658225,4.1912837,5.0,2022-02-15 11:00:00,8.140000000000043,12.890000000000043,43.0,Clear (clear sky),5.0,800.0,http://openweathermap.org/img/wn/01d.png
Saintes Maries de la mer,43.4522771,4.4287172,5.0,2022-02-15 11:00:00,8.220000000000027,11.890000000000043,47.0,Clouds (broken clouds),74.0,803.0,http://openweathermap.org/img/wn/04d.png
Collioure,42.52505,3.0831554,5.0,2022-02-15 12:00:00,8.28000000000003,12.550000000000011,54.0,Clear (clear sky),3.0,800.0,http://openweathermap.org/img/wn/01d.png
Carcassonne,43.21303579999999,2.3491069,5.0,2022-02-15 12:00:00,5.490000000000009,9.610000000000014,67.0,Rain (light rain),90.0,500.0,http://openweathermap.org/img/wn/10d.png
Ariege,42.9455368,1.4065544156065486,5.0,2022-02-15 12:00:00,-2.0600000000000023,2.430000000000007,71.0,Snow (rain and snow),94.0,616.0,http://openweathermap.org/img/wn/13d.png
Toulouse,43.6044622,1.4442469,5.0,2022-02-15 12:00:00,3.7000000000000455,10.300000000000011,61.0,Rain (light rain),37.0,500.0,http://openweathermap.org/img/wn/10d.png
Montauban,44.0175835,1.3549991,5.0,2022-02-15 12:00:00,2.980000000000018,10.100000000000023,65.0,Clouds (scattered clouds),29.0,802.0,http://openweathermap.org/img/wn/03d.png
Biarritz,43.47114375,-1.552726590666314,5.0,2022-02-15 12:00:00,8.29000000000002,10.860000000000014,72.0,Rain (moderate rain),77.0,501.0,http://openweathermap.org/img/wn/10d.png
Bayonne,43.49333789999999,-1.475099,5.0,2022-02-15 12:00:00,7.990000000000009,11.410000000000025,71.0,Rain (moderate rain),70.0,501.0,http://openweathermap.org/img/wn/10d.png
La Rochelle,46.1591126,-1.1520434,5.0,2022-02-15 12:00:00,6.610000000000014,10.230000000000018,80.0,Rain (light rain),79.0,500.0,http://openweathermap.org/img/wn/10d.png
Mont Saint Michel,48.6355232,-1.5102571000000002,6.0,2022-02-16 12:00:00,10.650000000000034,13.53000000000003,93.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
St Malo,48.649518,-2.0260409,6.0,2022-02-16 12:00:00,10.78000000000003,13.0,88.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Bayeux,49.2764624,-0.7024738,6.0,2022-02-16 12:00:00,10.420000000000016,12.730000000000018,95.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Le Havre,49.4938975,0.1079732,6.0,2022-02-16 12:00:00,10.090000000000032,11.660000000000025,97.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Rouen,49.4404591,1.0939658,6.0,2022-02-16 12:00:00,9.82000000000005,13.04000000000002,96.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Paris,48.8566969,2.3514616000000004,6.0,2022-02-16 12:00:00,9.150000000000034,12.400000000000034,91.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Amiens,49.8941708,2.2956951,6.0,2022-02-16 12:00:00,9.28000000000003,12.660000000000025,95.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Lille,50.6365654,3.0635282000000004,6.0,2022-02-16 12:00:00,9.400000000000034,12.150000000000034,90.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Strasbourg,48.584614,7.750712700000001,6.0,2022-02-16 11:00:00,4.260000000000048,8.910000000000025,77.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Chateau du Haut Koenigsbourg,48.249489800000006,7.34429620253195,6.0,2022-02-16 11:00:00,1.2100000000000364,5.8799999999999955,82.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Colmar,48.07775170000001,7.3579641,6.0,2022-02-16 11:00:00,3.7900000000000205,8.930000000000007,81.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Eguisheim,48.0447968,7.3079618,6.0,2022-02-16 11:00:00,3.8600000000000136,8.910000000000025,82.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Besancon,47.2380222,6.0243622000000006,6.0,2022-02-16 11:00:00,5.470000000000027,9.550000000000011,88.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Dijon,47.3215806,5.0414701,6.0,2022-02-16 11:00:00,3.680000000000007,7.900000000000034,87.0,Rain (light rain),100.0,500.0,http://openweathermap.org/img/wn/10d.png
Annecy,45.8992348,6.1288847,6.0,2022-02-16 11:00:00,1.1100000000000136,5.840000000000032,94.0,Snow (rain and snow),100.0,616.0,http://openweathermap.org/img/wn/13d.png
